date,action,price,weight,shares
2016-01-21,buy,15.380000114440918,1.0,6501
2017-11-02,sell,36.79999923706055,-1.0,6501
2017-11-17,buy,36.25,1.0,6600
2018-01-29,sell,39.59999847412109,-1.0,6600
2018-02-21,buy,35.0,1.0,7467
2018-05-23,sell,36.970001220703125,-1.0,7467
2018-06-25,buy,36.209999084472656,1.0,7624
2018-12-04,sell,33.97999954223633,-1.0,7624
2018-12-27,buy,30.920000076293945,1.0,8378
2019-02-22,sell,35.209999084472656,-1.0,8378
2019-03-13,buy,35.5099983215332,1.0,8307
2019-07-16,sell,40.810001373291016,-1.0,8307
2019-08-02,buy,39.40999984741211,1.0,8602
2020-04-30,sell,43.650001525878906,-1.0,8602
2020-06-04,buy,48.45000076293945,1.0,7750
2020-12-15,sell,82.80000305175781,-1.0,7750
2020-12-21,buy,83.69999694824219,1.0,7666
2021-07-01,sell,132.5,-1.0,7666
2021-07-22,buy,131.14999389648438,1.0,7745
2021-10-01,sell,123.6500015258789,-1.0,7745
2021-10-07,buy,120.0999984741211,1.0,7974
2022-06-02,sell,119.4499969482422,-1.0,7974
2022-06-21,buy,106.5999984741211,1.0,8935
2022-08-16,sell,111.0500030517578,-1.0,8935
2022-09-07,buy,97.1500015258789,1.0,10214
2022-11-25,sell,101.0500030517578,-1.0,10214
2022-12-14,buy,98.8499984741211,1.0,10441
2023-06-07,sell,132.0,-1.0,10441
2023-07-10,buy,132.6999969482422,1.0,10386
2024-03-14,sell,188.6499938964844,-1.0,10386
2024-03-20,buy,188.3000030517578,1.0,10405
2024-06-24,sell,251.1999969482422,-1.0,10405
2024-06-28,buy,247.6999969482422,1.0,10552
2024-07-11,sell,279.3999938964844,-1.0,10552
2024-07-19,buy,254.5,1.0,11584
2024-10-14,sell,241.3500061035156,-1.0,11584
2024-11-11,buy,253.9499969482422,1.0,11010
2025-05-19,sell,197.5,-1.0,11010
2025-06-23,buy,197.4499969482422,1.0,11012
2025-08-08,sell_forced,253.1999969482422,-1.0,11012
