date,action,price,weight,shares
2016-04-25,buy,19.299999237060547,1.0,5181
2016-10-25,sell,25.600000381469727,-1.0,5181
2016-12-16,buy,25.690000534057617,1.0,5163
2018-01-29,sell,39.59999847412109,-1.0,5163
2018-03-06,buy,36.0,1.0,5679
2018-08-24,sell,39.29999923706055,-1.0,5679
2018-10-12,buy,31.68000030517578,1.0,7045
2019-04-18,sell,40.63999938964844,-1.0,7045
2019-05-20,buy,36.68000030517578,1.0,7805
2019-12-30,sell,54.54999923706055,-1.0,7805
2020-01-10,buy,53.70000076293945,1.0,7929
2020-08-10,sell,65.0999984741211,-1.0,7929
2020-10-16,buy,66.5,1.0,7762
2021-01-14,sell,103.3499984741211,-1.0,7762
2021-03-25,buy,107.8499984741211,1.0,7438
2022-02-17,sell,147.8000030517578,-1.0,7438
2022-04-15,buy,127.75,1.0,8605
2022-06-06,sell,120.6999969482422,-1.0,8605
2022-07-13,buy,93.3000030517578,1.0,11132
2022-07-28,sell,104.3000030517578,-1.0,11132
2022-11-04,buy,76.25,1.0,15228
2023-06-29,sell,136.35000610351562,-1.0,15228
2023-08-11,buy,133.89999389648438,1.0,15506
2023-08-28,sell,130.5,-1.0,15506
2023-09-07,buy,132.1999969482422,1.0,15307
2023-10-17,sell,134.0,-1.0,15307
2023-11-07,buy,131.5,1.0,15598
2024-02-27,sell,170.64999389648438,-1.0,15598
2024-04-25,buy,186.5500030517578,1.0,14268
2024-10-18,sell,257.04998779296875,-1.0,14268
2024-11-04,buy,237.8999938964844,1.0,15417
2025-08-11,sell_forced,250.8500061035156,-1.0,15417
