date,action,price,weight,shares
2016-05-18,buy,17.3700008392334,1.0,5757
2018-05-31,sell,36.16999816894531,-1.0,5757
2018-07-06,buy,35.9900016784668,1.0,5785
2018-12-13,sell,32.18000030517578,-1.0,5785
2019-04-02,buy,38.09999847412109,1.0,4886
2019-07-26,sell,41.38999938964844,-1.0,4886
2019-08-20,buy,39.16999816894531,1.0,5163
2020-05-13,sell,43.380001068115234,-1.0,5163
2020-07-01,buy,50.95000076293945,1.0,4396
2021-07-14,sell,135.5,-1.0,4396
2021-07-30,buy,128.5500030517578,1.0,4633
2022-06-01,sell,121.1999969482422,-1.0,4633
2022-07-04,buy,92.3000030517578,1.0,6084
2022-08-25,sell,107.0500030517578,-1.0,6084
2022-09-30,buy,82.80000305175781,1.0,7866
2022-12-02,sell,102.6500015258789,-1.0,7866
2022-12-29,buy,91.0,1.0,8873
2023-06-14,sell,138.14999389648438,-1.0,8873
2023-08-01,buy,141.4499969482422,1.0,8666
2024-07-01,sell,251.6999969482422,-1.0,8666
2024-07-30,buy,228.6999969482422,1.0,9537
2024-10-21,sell,257.79998779296875,-1.0,9537
2024-11-29,buy,220.8999938964844,1.0,11130
2025-05-28,sell,194.8000030517578,-1.0,11130
2025-07-15,buy,221.1000061035156,1.0,9807
2025-08-08,sell_forced,253.1999969482422,-1.0,9807
