date,action,price,weight,shares
2016-01-15,buy,15.899999618530272,1.0,6289
2017-11-06,sell,37.0,-1.0,6289
2017-11-16,buy,35.40999984741211,1.0,6571
2018-01-30,sell,39.11000061035156,-1.0,6571
2018-02-12,buy,34.0,1.0,7559
2018-05-24,sell,36.5,-1.0,7559
2018-06-25,buy,36.209999084472656,1.0,7619
2018-12-05,sell,32.45000076293945,-1.0,7619
2018-12-25,buy,30.5,1.0,8106
2019-02-26,sell,35.9900016784668,-1.0,8106
2019-03-11,buy,34.459999084472656,1.0,8466
2019-07-17,sell,40.84999847412109,-1.0,8466
2019-07-31,buy,41.060001373291016,1.0,8423
2020-04-30,sell,43.650001525878906,-1.0,8423
2020-06-03,buy,46.95000076293945,1.0,7831
2021-07-02,sell,132.5,-1.0,7831
2021-07-20,buy,132.0,1.0,7860
2022-06-06,sell,120.6999969482422,-1.0,7860
2022-06-20,buy,106.9499969482422,1.0,8871
2022-08-16,sell,111.0500030517578,-1.0,8871
2022-09-06,buy,101.0500030517578,1.0,9749
2022-12-02,sell,102.6500015258789,-1.0,9749
2022-12-12,buy,98.5999984741211,1.0,10149
2023-06-08,sell,133.10000610351562,-1.0,10149
2023-07-07,buy,131.85000610351562,1.0,10245
2024-07-15,sell,273.5,-1.0,10245
2024-07-19,buy,254.5,1.0,11010
2024-10-15,sell,245.6000061035156,-1.0,11010
2024-11-07,buy,245.4499969482422,1.0,11017
2025-05-19,sell,197.5,-1.0,11017
2025-06-20,buy,204.8000030517578,1.0,10624
2025-08-08,sell_forced,253.1999969482422,-1.0,10624
