date,action,price,weight,shares
2016-05-20,buy,17.389999389648438,1.0,5750
2016-10-19,sell,24.979999542236328,-1.0,5750
2016-11-17,buy,23.739999771118164,1.0,6050
2017-06-21,sell,31.600000381469727,-1.0,6050
2017-07-27,buy,34.06999969482422,1.0,5611
2018-01-30,sell,39.11000061035156,-1.0,5611
2018-04-25,buy,34.400001525878906,1.0,6380
2018-10-02,sell,41.0099983215332,-1.0,6380
2018-10-26,buy,30.799999237060547,1.0,8495
2018-11-02,sell,32.720001220703125,-1.0,8495
2018-11-12,buy,32.06999969482422,1.0,8667
2019-04-30,sell,40.130001068115234,-1.0,8667
2019-05-28,buy,35.689998626708984,1.0,9745
2019-11-19,sell,49.56999969482422,-1.0,9745
2020-03-03,buy,47.900001525878906,1.0,10085
2020-08-26,sell,65.30000305175781,-1.0,10085
2020-12-29,buy,87.1500015258789,1.0,7556
2022-01-12,sell,149.0,-1.0,7556
2022-05-10,buy,109.0500030517578,1.0,10324
2023-02-14,sell,113.8499984741211,-1.0,10324
2023-03-10,buy,112.1999969482422,1.0,10476
2024-02-16,sell,165.5500030517578,-1.0,10476
2024-04-23,buy,182.5500030517578,1.0,9500
2025-08-08,sell_forced,253.1999969482422,-1.0,9500
