date,action,price,weight,shares
2016-05-17,buy,17.280000686645508,1.0,5787
2016-10-27,sell,25.739999771118164,-1.0,5787
2016-11-18,buy,23.670000076293945,1.0,6293
2017-06-26,sell,32.209999084472656,-1.0,6293
2017-08-01,buy,33.9900016784668,1.0,5963
2018-01-31,sell,38.33000183105469,-1.0,5963
2018-04-20,buy,36.5,1.0,6262
2018-10-03,sell,40.060001373291016,-1.0,6262
2018-10-29,buy,30.6299991607666,1.0,8190
2019-05-03,sell,40.709999084472656,-1.0,8190
2019-05-28,buy,35.689998626708984,1.0,9342
2019-11-20,sell,50.09999847412109,-1.0,9342
2020-03-02,buy,45.65999984741211,1.0,10250
2020-08-28,sell,64.80000305175781,-1.0,10250
2020-12-04,buy,80.9000015258789,1.0,8210
2022-01-11,sell,146.85000610351562,-1.0,8210
2022-05-10,buy,109.0500030517578,1.0,11056
2023-02-24,sell,114.0,-1.0,11056
2023-03-06,buy,114.8499984741211,1.0,10974
2024-02-21,sell,165.64999389648438,-1.0,10974
2024-04-23,buy,182.5500030517578,1.0,9958
2025-08-08,sell_forced,253.1999969482422,-1.0,9958
