date,action,price,weight,shares
2016-01-25,buy,15.899999618530272,1.0,6289
2017-11-07,sell,36.79999923706055,-1.0,6289
2017-12-01,buy,35.060001373291016,1.0,6601
2018-05-30,sell,36.29999923706055,-1.0,6601
2018-07-06,buy,35.9900016784668,1.0,6658
2018-12-13,sell,32.18000030517578,-1.0,6658
2019-01-30,buy,32.880001068115234,1.0,6516
2019-07-26,sell,41.38999938964844,-1.0,6516
2019-08-19,buy,38.880001068115234,1.0,6936
2020-05-13,sell,43.380001068115234,-1.0,6936
2020-06-30,buy,50.45000076293945,1.0,5964
2021-07-13,sell,136.60000610351562,-1.0,5964
2021-08-02,buy,129.39999389648438,1.0,6296
2022-06-01,sell,121.1999969482422,-1.0,6296
2022-07-04,buy,92.3000030517578,1.0,8267
2022-08-26,sell,109.4499969482422,-1.0,8267
2022-09-29,buy,86.5999984741211,1.0,10448
2022-12-06,sell,102.6999969482422,-1.0,10448
2022-12-28,buy,93.1500015258789,1.0,11519
2023-06-14,sell,138.14999389648438,-1.0,11519
2023-07-31,buy,145.1999969482422,1.0,10960
2024-07-01,sell,251.6999969482422,-1.0,10960
2024-07-29,buy,238.0,1.0,11591
2024-10-21,sell,257.79998779296875,-1.0,11591
2024-11-28,buy,227.1499938964844,1.0,13155
2025-05-28,sell,194.8000030517578,-1.0,13155
2025-07-11,buy,221.6000061035156,1.0,11564
2025-08-11,sell_forced,250.8500061035156,-1.0,11564
