date,action,price,weight,shares
2016-01-21,buy,15.380000114440918,1.0,6501
2017-11-07,sell,36.79999923706055,-1.0,6501
2017-11-16,buy,35.40999984741211,1.0,6756
2018-02-05,sell,37.5,-1.0,6756
2018-02-09,buy,33.099998474121094,1.0,7654
2018-05-28,sell,37.040000915527344,-1.0,7654
2018-06-25,buy,36.209999084472656,1.0,7830
2018-12-05,sell,32.45000076293945,-1.0,7830
2018-12-26,buy,30.51000022888184,1.0,8328
2019-07-26,sell,41.38999938964844,-1.0,8328
2019-08-01,buy,40.400001525878906,1.0,8532
2020-05-05,sell,42.79999923706055,-1.0,8532
2020-06-05,buy,48.310001373291016,1.0,7558
2022-06-02,sell,119.4499969482422,-1.0,7558
2022-06-20,buy,106.9499969482422,1.0,8441
2022-08-19,sell,110.3499984741211,-1.0,8441
2022-09-07,buy,97.1500015258789,1.0,9588
2022-12-02,sell,102.6500015258789,-1.0,9588
2022-12-12,buy,98.5999984741211,1.0,9982
2023-06-09,sell,132.1999969482422,-1.0,9982
2023-07-11,buy,134.3000030517578,1.0,9826
2024-07-11,sell,279.3999938964844,-1.0,9826
2024-07-22,buy,246.0500030517578,1.0,11158
2024-10-21,sell,257.79998779296875,-1.0,11158
2024-11-12,buy,245.4499969482422,1.0,11719
2025-05-21,sell,196.1000061035156,-1.0,11719
2025-06-23,buy,197.4499969482422,1.0,11639
2025-08-08,sell_forced,253.1999969482422,-1.0,11639
