date,action,price,weight,shares
2016-05-30,buy,19.0,1.0,5263
2016-11-07,sell,24.649999618530277,-1.0,5263
2016-11-22,buy,24.21999931335449,1.0,5356
2017-06-28,sell,32.900001525878906,-1.0,5356
2017-08-09,buy,34.70000076293945,1.0,5078
2018-01-30,sell,39.11000061035156,-1.0,5078
2018-04-25,buy,34.400001525878906,1.0,5773
2018-10-01,sell,40.83000183105469,-1.0,5773
2018-11-06,buy,32.709999084472656,1.0,7206
2019-05-02,sell,40.58000183105469,-1.0,7206
2019-05-29,buy,34.95000076293945,1.0,8367
2019-11-18,sell,49.130001068115234,-1.0,8367
2020-03-02,buy,45.65999984741211,1.0,9003
2020-08-28,sell,64.80000305175781,-1.0,9003
2020-11-30,buy,79.55000305175781,1.0,7333
2021-01-21,sell,106.3499984741211,-1.0,7333
2021-01-28,buy,100.5,1.0,7760
2022-01-07,sell,149.5,-1.0,7760
2022-05-12,buy,110.0,1.0,10547
2024-02-26,sell,168.85000610351562,-1.0,10547
2024-04-22,buy,179.0,1.0,9948
2025-08-08,sell_forced,253.1999969482422,-1.0,9948
