date,action,price,weight,shares
2016-04-29,buy,18.649999618530277,1.0,5361
2016-10-25,sell,25.600000381469727,-1.0,5361
2016-12-15,buy,25.46999931335449,1.0,5389
2018-01-03,sell,35.689998626708984,-1.0,5389
2018-03-01,buy,35.709999084472656,1.0,5386
2018-08-23,sell,39.220001220703125,-1.0,5386
2018-10-12,buy,31.68000030517578,1.0,6667
2019-04-17,sell,40.150001525878906,-1.0,6667
2019-05-20,buy,36.68000030517578,1.0,7298
2020-08-11,sell,66.1500015258789,-1.0,7298
2020-10-14,buy,67.69999694824219,1.0,7131
2021-01-14,sell,103.3499984741211,-1.0,7131
2021-03-23,buy,111.6999969482422,1.0,6598
2022-02-15,sell,143.0,-1.0,6598
2022-04-11,buy,130.35000610351562,1.0,7238
2022-06-02,sell,119.4499969482422,-1.0,7238
2022-07-06,buy,92.5,1.0,9347
2022-07-28,sell,104.3000030517578,-1.0,9347
2022-11-04,buy,76.25,1.0,12785
2023-06-21,sell,137.89999389648438,-1.0,12785
2023-08-09,buy,135.10000610351562,1.0,13050
2023-10-12,sell,133.85000610351562,-1.0,13050
2023-11-07,buy,131.5,1.0,13283
2024-02-26,sell,168.85000610351562,-1.0,13283
2024-04-23,buy,182.5500030517578,1.0,12286
2024-10-18,sell,257.04998779296875,-1.0,12286
2024-11-04,buy,237.8999938964844,1.0,13275
2025-08-08,sell_forced,253.1999969482422,-1.0,13275
