date,action,price,weight,shares
2016-01-12,buy,15.93000030517578,1.0,6277
2017-11-02,sell,36.79999923706055,-1.0,6277
2017-11-16,buy,35.40999984741211,1.0,6523
2018-01-26,sell,38.9900016784668,-1.0,6523
2018-02-12,buy,34.0,1.0,7480
2018-05-23,sell,36.970001220703125,-1.0,7480
2018-06-22,buy,36.22999954223633,1.0,7633
2018-12-04,sell,33.97999954223633,-1.0,7633
2018-12-25,buy,30.5,1.0,8504
2019-02-25,sell,35.619998931884766,-1.0,8504
2019-03-11,buy,34.459999084472656,1.0,8790
2019-07-15,sell,40.54999923706055,-1.0,8790
2019-07-31,buy,41.060001373291016,1.0,8681
2020-04-30,sell,43.650001525878906,-1.0,8681
2020-06-02,buy,45.790000915527344,1.0,8275
2021-07-01,sell,132.5,-1.0,8275
2021-07-21,buy,131.5,1.0,8338
2021-10-01,sell,123.6500015258789,-1.0,8338
2021-10-07,buy,120.0999984741211,1.0,8584
2022-06-06,sell,120.6999969482422,-1.0,8584
2022-06-20,buy,106.9499969482422,1.0,9688
2022-08-15,sell,110.5,-1.0,9688
2022-09-06,buy,101.0500030517578,1.0,10594
2022-11-30,sell,99.5,-1.0,10594
2022-12-12,buy,98.5999984741211,1.0,10691
2023-06-08,sell,133.10000610351562,-1.0,10691
2023-07-06,buy,135.5500030517578,1.0,10497
2024-03-14,sell,188.6499938964844,-1.0,10497
2024-03-20,buy,188.3000030517578,1.0,10517
2024-07-15,sell,273.5,-1.0,10517
2024-07-19,buy,254.5,1.0,11302
2024-10-14,sell,241.3500061035156,-1.0,11302
2024-11-06,buy,244.3999938964844,1.0,11161
2025-05-19,sell,197.5,-1.0,11161
2025-06-19,buy,207.6999969482422,1.0,10613
2025-08-08,sell_forced,253.1999969482422,-1.0,10613
