date,action,price,weight,shares
2016-05-05,buy,17.649999618530273,1.0,5665
2016-10-27,sell,25.739999771118164,-1.0,5665
2016-12-20,buy,25.1200008392334,1.0,5805
2018-01-26,sell,38.9900016784668,-1.0,5805
2018-03-06,buy,36.0,1.0,6287
2018-08-22,sell,39.09999847412109,-1.0,6287
2018-10-19,buy,32.599998474121094,1.0,7540
2019-04-22,sell,40.7599983215332,-1.0,7540
2019-05-21,buy,36.18000030517578,1.0,8495
2020-08-07,sell,66.19999694824219,-1.0,8495
2020-10-19,buy,66.5,1.0,8456
2021-01-11,sell,99.9499969482422,-1.0,8456
2021-03-26,buy,110.1999969482422,1.0,7670
2022-02-18,sell,144.8000030517578,-1.0,7670
2022-07-14,buy,92.3499984741211,1.0,12026
2022-07-27,sell,101.0999984741211,-1.0,12026
2022-11-08,buy,81.4000015258789,1.0,14936
2023-06-29,sell,136.35000610351562,-1.0,14936
2023-09-08,buy,130.5,1.0,15605
2023-10-16,sell,132.35000610351562,-1.0,15605
2023-11-08,buy,132.5,1.0,15588
2024-02-23,sell,170.14999389648438,-1.0,15588
2024-04-26,buy,190.1000061035156,1.0,13952
2025-08-11,sell_forced,250.8500061035156,-1.0,13952
