date,type,open,delta_units,exec_notional,w_before,w_after,cash_after,equity_open_after_trade,equity_after,trade_date,price
2024-03-18,sell,185.3500061035156,-14743.756084556322,2732755.2802612595,0.4,0.30000000000000004,20701910.451696184,27309989.384426363,27321047.20148978,2024-03-18,185.3500061035156
2024-03-19,sell,185.6000061035156,-7360.1956635313645,1366052.3600744903,0.30000000000000004,0.25,22059183.193252474,27312267.58297158,27411630.11212158,2024-03-19,185.6000061035156
2024-03-20,buy,188.3000030517578,43672.27243950758,8223489.033636475,0.25,0.55,13832182.729798635,27408118.682304215,27584263.27013536,2024-03-20,188.3000030517578
2024-03-21,buy,190.5,38009.8115927062,7240869.108410532,0.55,0.8125,6588221.770278814,27581171.41902607,27998827.207826313,2024-03-21,190.5
2024-03-22,buy,194.0500030517578,13526.874565591195,2624890.0507337167,0.8125,0.90625,3962210.891493434,27997706.37977465,27932326.486040957,2024-03-22,194.0500030517578
2024-03-25,sell,193.5500030517578,-43294.7445811791,8379697.945812289,0.90625,0.60625,12288052.518607987,27878470.16734322,28110322.010308377,2024-03-25,193.5500030517578
2024-03-26,sell,196.1999969482422,-32908.20431789283,6456589.586742704,0.60625,0.3765625,18703145.604076695,28068825.50903438,27933946.64439812,2024-03-26,196.1999969482422
2024-03-27,sell,193.6999969482422,-12731.253309517153,2466043.7272007708,0.3765625,0.28828125000000004,21153340.068242747,27918097.3813634,27913940.388114013,2024-03-27,193.6999969482422
2024-03-28,sell,193.6000061035156,-6364.352975718843,1232138.7749440956,0.28828125000000004,0.24414062500000003,22377559.887280278,27906021.432207447,27925381.589545883,2024-03-28,193.6000061035156
2024-03-29,sell,194.1499938964844,-3174.4626203368857,616321.8983630242,0.24414062500000003,0.22207031250000003,22989920.68480252,27921420.488705102,27983706.3635573,2024-03-29,194.1499938964844
2024-04-01,sell,196.1000061035156,-1574.7300487740185,308804.57217597443,0.22207031250000003,0.21103515625000002,23296740.569993127,27981721.676571928,28001296.223410845,2024-04-01,196.1000061035156
2024-04-09,sell,199.9499969482422,-1453.7655948397341,290680.42625166435,0.21103515625000002,0.20068969726562502,23585552.79314527,28095524.739126258,28253452.3994742,2024-04-09,199.9499969482422
2024-04-23,buy,182.5500030517578,45249.82210409263,8260355.163193608,0.20068969726562502,0.5000013470649719,15321670.458296977,27594313.302417077,27923129.17428987,2024-04-23,182.5500030517578
2024-04-24,buy,186.8999938964844,44820.28258505266,8376910.541585048,0.5000013470649719,0.8000003367662429,6941182.975910672,27919552.233488616,27877720.905504797,2024-04-24,186.8999938964844
2024-04-25,buy,186.5500030517578,14943.807830650934,2787767.396412814,0.8000003367662429,0.9000001683831215,4152225.2028195895,27876530.528826527,28353986.49274321,2024-04-25,186.5500030517578
2024-04-26,buy,190.1000061035156,7457.6375168489185,1417696.9374707863,0.9000001683831215,0.9500000841915608,2733922.9087565034,28353381.136150908,29068940.99451266,2024-04-26,190.1000061035156
2024-04-29,buy,195.1499938964844,3723.9165970383965,726722.30118306,0.9500000841915608,0.9750000420957804,2006890.2971508377,29068630.68409005,29395404.929821353,2024-04-29,195.1499938964844
2024-04-30,buy,197.3999938964844,1861.408076355842,367441.94291151,0.9750000420957804,0.9875000210478901,1639291.4565297046,29395248.03211173,28807042.07700655,2024-04-30,197.3999938964844
2024-05-06,buy,199.3000030517578,1628.5379743575274,324567.6232593587,0.9875000210478901,0.9984375026309863,1314585.2428952141,29674665.503556054,30016589.714011364,2024-05-06,199.3000030517578
2024-07-08,sell,264.0,-44416.74337910168,11726020.252082843,0.9984375026309863,0.6999999999999997,12965242.36281792,39216013.28235801,40059885.52531706,2024-07-08,264.0
2024-07-09,sell,272.1000061035156,-44167.45824336031,12017965.657595111,0.6999999999999997,0.3999999999999999,24905968.55513167,39982646.06003569,39856033.03917375,2024-07-09,272.1000061035156
2024-07-10,sell,269.95001220703125,-14764.227166845683,3985603.3039173745,0.3999999999999999,0.29999999999999993,28865956.386614762,39830417.56673948,40248982.59589633,2024-07-10,269.95001220703125
2024-07-11,sell,279.3999938964844,-7202.752948306837,2012449.129794815,0.29999999999999993,0.24999999999999997,30865471.505852386,40236048.585339144,39955141.659976326,2024-07-11,279.3999938964844
2024-07-12,sell,271.6000061035156,-3677.7559611640904,998878.541499408,0.24999999999999997,0.22499999999999998,31857930.254965577,39948721.86759011,40011611.292500846,2024-07-12,271.6000061035156
2024-07-15,sell,273.5,-1828.684245543912,500145.1411562599,0.22499999999999998,0.2125,32354860.963299625,40008396.85967863,39930677.779243015,2024-07-15,273.5
2024-07-18,sell,257.70001220703125,-1677.0640522069377,432179.42672570114,0.2125,0.2015625,32784262.772849757,39510769.969174296,39411870.72894064,2024-07-18,257.70001220703125
2024-07-30,buy,228.6999969482422,50372.26417987421,11520136.664213281,0.2015625,0.500048828125,21259207.010280862,38590271.296391316,38784363.39461788,2024-07-30,228.6999969482422
2024-07-31,buy,231.0,50363.15451332232,11633888.692577455,0.500048828125,0.80001220703125,9620350.647231678,38779395.72414615,40404670.85699026,2024-07-31,231.0
2024-08-01,buy,243.1000061035156,16619.581956895323,4040220.4751591305,0.80001220703125,0.900006103515625,5578404.997929653,40402945.68284737,38091834.25464759,2024-08-01,243.1000061035156
2024-08-02,buy,227.6499938964844,8365.805037295942,1904475.4656795997,0.900006103515625,0.9500030517578125,3673116.321226209,38091021.043623745,33020181.792809263,2024-08-02,227.6499938964844
2024-08-05,buy,195.75,4216.879489253391,825454.1600213512,0.9500030517578125,0.9750015258789062,2847309.692278529,33019829.323882934,32962264.311507467,2024-08-05,195.75
2024-08-06,buy,195.3999938964844,2108.51160978132,412003.1556819365,0.9750015258789062,0.9875007629394531,2435130.6112491162,32962088.38615999,33311913.100762967,2024-08-06,195.3999938964844
2024-08-09,buy,211.0500030517578,1843.1931593493966,389005.92190566927,0.9875007629394531,0.9984375953674316,2045958.583814793,35568260.536038816,36333878.13096914,2024-08-09,211.0500030517578
2025-02-26,sell,239.0,-50289.04434866959,12019081.59933203,0.9984375953674316,0.7,13987793.545707917,40196102.920060135,40726902.2970732,2025-02-26,239.0
2025-02-27,sell,243.5,-50176.881680172315,12218070.689121958,0.7,0.4,26127338.69451089,40648376.75675421,39745192.88651111,2025-02-27,243.5
2025-03-03,sell,230.0,-17280.518646309174,3974519.28865111,0.4,0.30000000000000004,30076313.74769384,39719648.651042946,39284179.8975717,2025-03-03,230.0
2025-03-04,sell,221.6000061035156,-8863.758758025708,1964208.9948785866,0.30000000000000004,0.25,32027898.771362342,39271555.92636161,39692584.467367835,2025-03-04,221.6000061035156
2025-03-05,sell,231.1000061035156,-4293.875315778714,992314.6116841957,0.25,0.225,33013835.777037244,39686206.86135854,39761564.255215645,2025-03-05,231.1000061035156
2025-03-06,sell,233.0500030517578,-2132.6734463925854,497019.5531901949,0.225,0.21250000000000002,33507660.985559084,39758369.91054729,39515458.515646026,2025-03-06,233.0500030517578
2025-03-11,buy,213.6000061035156,53119.44886990076,11346314.602826187,0.21250000000000002,0.503125,22156501.50639749,39036237.62801276,39321311.16170042,2025-03-11,213.6000061035156
2025-03-12,buy,216.6999969482422,54011.23299632714,11704234.02547489,0.503125,0.80078125,10447269.772993727,39316313.45377154,40289861.94104804,2025-03-12,216.6999969482422
2025-03-13,buy,223.3999938964844,17964.404997449008,4013247.9667840824,0.80078125,0.900390625,6432308.149327828,40288148.284166224,38899765.94251801,2025-03-13,223.3999938964844
2025-03-14,buy,214.8500061035156,9017.41043310378,1937390.6865902524,0.900390625,0.9501953125,4494090.196914401,38898938.67669484,39526876.49494513,2025-03-14,214.8500061035156
2025-03-17,buy,218.5,4504.859797898942,984311.8658409189,0.9501953125,0.97509765625,3509358.029906768,39526456.19377842,39835149.503164835,2025-03-17,218.5
2025-03-18,buy,220.25,2251.9604682416625,495994.2931302262,0.97509765625,0.987548828125,3013151.9472133755,39834937.71360167,39531298.92221241,2025-03-18,220.25
2025-03-21,buy,221.1499938964844,1970.3567389522666,435744.3807931907,0.987548828125,0.998443603515625,2577221.5035695857,39995533.46048629,40049705.5757734,2025-03-21,221.1499938964844
2025-08-08,sell,253.1999969482422,-53968.51443703527,13664827.690758495,0.998443603515625,0.7,16154225.346759576,45699144.041133694,45401674.57174122,2025-08-08,253.1999969482422
2025-08-11,sell,250.8500061035156,-54297.39701063326,13620502.371522363,0.7,0.4,29687188.749540165,45314135.60299945,45715935.457131445,2025-08-11,250.8500061035156
2025-08-12,sell,256.3999938964844,-17829.928449837716,4571593.545713143,0.4,0.30000000000000004,34229400.66353501,45686553.825413145,45871094.23782045,2025-08-12,256.3999938964844
2025-08-13,sell,259.8500061035156,-8826.456255603658,2293554.7118910244,0.30000000000000004,0.25,36508214.69929271,45856353.56168712,45838700.91853798,2025-08-13,259.8500061035156
2025-08-14,sell,259.45001220703125,-4416.910653482686,1145967.5229634494,0.25,0.225,37646817.08898608,45831335.7852679,45819409.39861905,2025-08-14,259.45001220703125
