date,type,open,delta_units,exec_notional,w_before,w_after,cash_after,equity_open_after_trade,equity_after,trade_date,price
2016-11-11,sell,24.15999984741211,-718.1234602596649,17349.86269029656,0.225,0.21250000000000002,1293049.8787618615,1387877.5076562162,1381651.3744615528,2016-11-11,24.15999984741211
2016-11-16,sell,23.850000381469727,-634.7752617644242,15139.390235229062,0.21250000000000002,0.2015625,1308091.9681360489,1384075.5206456133,1382788.7333679432,2016-11-16,23.850000381469727
2016-11-17,buy,23.739999771118164,17474.162763685825,414836.620010383,0.2015625,0.5015625,893078.2128889213,1382611.5981311987,1380566.5839358543,2016-11-17,23.739999771118164
2016-11-18,buy,23.670000076293945,17429.32498459884,412552.12371520646,0.5015625,0.800390625,480349.9294168883,1380390.4241790278,1390193.8641158664,2016-11-18,23.670000076293945
2016-11-21,buy,23.8799991607666,5810.21227171799,138747.8641725014,0.800390625,0.9001953125,341542.81990638527,1390134.6187778646,1407952.5352724057,2016-11-21,23.8799991607666
2016-11-22,buy,24.21999931335449,2900.913847677419,70260.13139884762,0.9001953125,0.95009765625,271252.68743143027,1407922.5341962983,1435537.9851004605,2016-11-22,24.21999931335449
2016-11-23,buy,24.71999931335449,1448.962621126883,35818.35499933287,0.95009765625,0.975048828125,235419.03799451268,1435522.6906628758,1436088.9332623996,2016-11-23,24.71999931335449
2016-11-24,buy,24.729999542236328,724.4662851776013,17916.050900807735,0.975048828125,0.9875244140625,217495.3369399703,1436081.283108665,1428052.8422828778,2016-11-24,24.729999542236328
2016-11-29,buy,25.0,633.8197780820619,15845.49445205155,0.9875244140625,0.9984405517578125,201643.0764617877,1451559.2451699106,1448660.684660846,2016-11-29,25.0
2018-01-30,sell,39.11000061035156,-17316.55408221882,677250.4407247639,0.9984405517578125,0.7,874540.8286040135,2264944.9545687158,2233264.1937728305,2018-01-30,39.11000061035156
2018-01-31,sell,38.33000183105469,-17479.238876243326,669979.258131849,0.7,0.4,1540214.130043849,2228958.237080817,2239911.832988539,2018-01-31,38.33000183105469
2018-02-01,sell,38.79999923706055,-5772.9687552391615,223991.18329885384,0.4,0.30000000000000004,1762765.7220076413,2238472.241653477,2235874.44535345,2018-02-01,38.79999923706055
2018-02-02,sell,38.650001525878906,-2892.4635926034516,111793.7222676726,0.30000000000000004,0.25,1873840.9460222994,2235155.9471004354,2218524.2593752197,2018-02-02,38.650001525878906
2018-02-05,sell,37.5,-1479.0161729168128,55463.10648438048,0.25,0.225,1928947.5911213048,2218167.797989845,2188617.03860601,2018-02-05,37.5
2018-02-06,sell,35.279998779296875,-775.4454061554342,27357.71298257509,0.225,0.21250000000000002,1956129.476082541,2188441.210584671,2187386.6309818104,2018-02-06,35.279998779296875
2018-02-09,sell,33.099998474121094,-713.5667148003303,23619.05717107453,0.21250000000000002,0.2015625,1979596.7335731767,2159304.8559606583,2171139.889681463,2018-02-09,33.099998474121094
2018-03-08,buy,36.29999923706055,18092.36406514996,656752.8017615651,0.2015625,0.5000007629394532,1322563.4983652595,2200351.601108836,2223388.6208675206,2018-03-08,36.29999923706055
2018-03-09,buy,37.060001373291016,17998.253893962272,667015.3140270822,0.5000007629394532,0.8000001907348633,655263.3687990879,2223103.805328431,2249021.207401778,2018-03-09,37.060001373291016
2018-03-12,buy,37.59999847412109,5981.433919780464,224901.90625680157,0.8000001907348633,0.9000000953674316,430265.42942831473,2248925.1742878063,2270458.4413589793,2018-03-12,37.59999847412109
2018-03-13,buy,38.0,2987.442468527733,113522.81380405386,0.9000000953674316,0.9500000476837158,316694.14138276654,2270409.967117485,2289141.354132228,2018-03-13,38.0
2018-03-14,buy,38.33000183105469,1493.0466094983774,57228.4792759228,0.9500000476837158,0.9750000238418579,259441.2255461929,2289116.9175715772,2258837.8760591503,2018-03-14,38.33000183105469
2018-03-15,buy,37.810001373291016,746.7718989092408,28235.446523293536,0.9750000238418579,0.987500011920929,231193.72248723393,2258825.819523485,2267674.9400427705,2018-03-15,37.810001373291016
2018-03-20,buy,37.470001220703125,653.4961569350659,24486.501798081717,0.987500011920929,0.9984375014901161,206696.76495288443,2238757.558001044,2265602.0901508075,2018-03-20,37.470001220703125
2018-09-13,sell,39.61000061035156,-17829.875490314287,706241.3790538413,0.9984375014901161,0.7,908399.1306635467,2361924.23449778,2361924.23449778,2018-09-13,39.61000061035156
2018-09-14,sell,39.61000061035156,-17888.847751346824,708577.2703493339,0.7,0.4,1612422.3748963457,2357370.208381245,2377644.1994378176,2018-09-14,39.61000061035156
2018-09-17,sell,40.459999084472656,-5876.530531979884,237764.41994378172,0.4,0.30000000000000004,1848658.6829131485,2376116.087510839,2360778.361652807,2018-09-17,40.459999084472656
2018-09-18,sell,39.59000015258789,-2981.5336607146883,118038.91808264045,0.30000000000000004,0.25,1965938.964869272,2360019.7255262895,2364790.1748339734,2018-09-18,39.59000015258789
2018-09-19,sell,39.90999984741211,-1481.326850335301,59119.754370849325,0.25,0.225,2024678.7565787798,2364410.212172632,2372409.356821514,2018-09-19,39.90999984741211
