date,action,price,weight,shares
2016-04-25,buy,19.299999237060547,1.0,5181
2016-10-11,sell,25.40999984741211,-1.0,5181
2016-11-23,buy,24.71999931335449,1.0,5325
2016-12-20,sell,25.1200008392334,-1.0,5325
2017-01-17,buy,25.190000534057617,1.0,5311
2017-10-26,sell,36.310001373291016,-1.0,5311
2017-12-01,buy,35.060001373291016,1.0,5500
2018-02-01,sell,38.79999923706055,-1.0,5500
2018-02-09,buy,33.099998474121094,1.0,6447
2018-06-20,sell,36.2599983215332,-1.0,6447
2018-07-06,buy,35.9900016784668,1.0,6495
2018-08-09,sell,40.4900016784668,-1.0,6495
2018-08-23,buy,39.220001220703125,1.0,6706
2018-09-06,sell,40.52999877929688,-1.0,6706
2018-09-12,buy,39.650001525878906,1.0,6854
2019-02-27,sell,35.93000030517578,-1.0,6854
2019-05-15,buy,37.40999984741211,1.0,6583
2019-12-19,sell,54.54999923706055,-1.0,6583
2020-01-09,buy,52.59999847412109,1.0,6827
2020-01-16,sell,53.650001525878906,-1.0,6827
2020-02-11,buy,50.29999923706055,1.0,7282
2020-08-07,sell,66.19999694824219,-1.0,7282
2020-09-29,buy,63.25,1.0,7621
2020-12-11,sell,84.19999694824219,-1.0,7621
2020-12-17,buy,84.4000015258789,1.0,7603
2022-01-07,sell,149.5,-1.0,7603
2022-02-22,buy,144.39999389648438,1.0,7871
2022-08-24,sell,107.0,-1.0,7871
2022-10-27,buy,76.4000015258789,1.0,11025
2022-11-18,sell,98.4000015258789,-1.0,11025
2023-01-04,buy,93.4000015258789,1.0,11615
2023-10-16,sell,132.35000610351562,-1.0,11615
2023-11-02,buy,126.1500015258789,1.0,12186
2024-03-08,sell,189.6499938964844,-1.0,12186
2024-04-24,buy,186.8999938964844,1.0,12365
2024-06-19,sell,249.0,-1.0,12365
2024-07-30,buy,228.6999969482422,1.0,13462
2025-07-10,sell,218.6000061035156,-1.0,13462
