date,action,price,weight,shares
2016-01-14,buy,15.40999984741211,1.0,6489
2017-11-06,sell,37.0,-1.0,6489
2017-11-20,buy,36.38999938964844,1.0,6597
2018-02-02,sell,38.650001525878906,-1.0,6597
2018-02-12,buy,34.0,1.0,7500
2018-05-24,sell,36.5,-1.0,7500
2018-06-26,buy,35.90999984741211,1.0,7623
2018-12-05,sell,32.45000076293945,-1.0,7623
2019-01-02,buy,31.739999771118164,1.0,7793
2019-03-04,sell,35.75,-1.0,7793
2019-03-08,buy,34.7599983215332,1.0,8015
2019-07-24,sell,41.720001220703125,-1.0,8015
2019-08-01,buy,40.400001525878906,1.0,8277
2020-05-05,sell,42.79999923706055,-1.0,8277
2020-06-09,buy,50.150001525878906,1.0,7064
2021-07-07,sell,134.10000610351562,-1.0,7064
2021-07-13,buy,136.60000610351562,1.0,6934
2022-05-31,sell,119.25,-1.0,6934
2022-06-22,buy,107.9499969482422,1.0,7660
2022-08-18,sell,109.8499984741211,-1.0,7660
2022-09-08,buy,97.25,1.0,8653
2022-12-01,sell,105.5,-1.0,8653
2022-12-15,buy,99.1999969482422,1.0,9203
2023-06-08,sell,133.10000610351562,-1.0,9203
2023-07-12,buy,135.5,1.0,9040
2024-07-09,sell,272.1000061035156,-1.0,9040
2024-07-22,buy,246.0500030517578,1.0,9997
2024-10-18,sell,257.04998779296875,-1.0,9997
2024-11-14,buy,238.3500061035156,1.0,10781
2025-05-20,sell,197.5,-1.0,10781
2025-06-24,buy,207.1499938964844,1.0,10279
2025-08-08,sell_forced,253.1999969482422,-1.0,10279
