date,action,price,weight,shares
2016-04-28,buy,19.649999618530277,1.0,5089
2016-10-24,sell,25.59000015258789,-1.0,5089
2016-12-20,buy,25.1200008392334,1.0,5184
2018-01-23,sell,39.720001220703125,-1.0,5184
2018-03-06,buy,36.0,1.0,5719
2018-08-29,sell,40.650001525878906,-1.0,5719
2018-10-24,buy,32.27000045776367,1.0,7205
2019-04-15,sell,39.5,-1.0,7205
2019-05-22,buy,36.59999847412109,1.0,7775
2019-12-19,sell,54.54999923706055,-1.0,7775
2020-01-13,buy,54.29999923706055,1.0,7811
2020-08-11,sell,66.1500015258789,-1.0,7811
2020-10-20,buy,67.25,1.0,7683
2021-01-21,sell,106.3499984741211,-1.0,7683
2021-03-26,buy,110.1999969482422,1.0,7414
2022-02-14,sell,144.8000030517578,-1.0,7414
2022-07-13,buy,93.3000030517578,1.0,11507
2022-07-28,sell,104.3000030517578,-1.0,11507
2022-11-08,buy,81.4000015258789,1.0,14744
2023-10-17,sell,134.0,-1.0,14744
2023-11-08,buy,132.5,1.0,14911
2024-10-16,sell,241.4499969482422,-1.0,14911
2024-11-06,buy,244.3999938964844,1.0,14731
2025-08-08,sell_forced,253.1999969482422,-1.0,14731
