date,action,price,weight,shares
2016-05-19,buy,17.540000915527344,1.0,5701
2016-10-27,sell,25.739999771118164,-1.0,5701
2016-11-22,buy,24.21999931335449,1.0,6058
2017-06-22,sell,32.099998474121094,-1.0,6058
2017-08-04,buy,34.290000915527344,1.0,5671
2018-01-26,sell,38.9900016784668,-1.0,5671
2018-04-25,buy,34.400001525878906,1.0,6428
2018-09-28,sell,41.150001525878906,-1.0,6428
2018-11-05,buy,32.31999969482422,1.0,8184
2018-11-07,sell,32.40999984741211,-1.0,8184
2018-11-13,buy,30.989999771118164,1.0,8559
2019-04-30,sell,40.130001068115234,-1.0,8559
2019-05-29,buy,34.95000076293945,1.0,9828
2019-11-14,sell,48.54999923706055,-1.0,9828
2020-03-02,buy,45.65999984741211,1.0,10450
2020-08-26,sell,65.30000305175781,-1.0,10450
2020-12-09,buy,84.8499984741211,1.0,8042
2022-01-07,sell,149.5,-1.0,8042
2022-05-11,buy,111.6500015258789,1.0,10768
2023-02-01,sell,110.4499969482422,-1.0,10768
2023-03-13,buy,110.75,1.0,10739
2024-02-20,sell,163.9499969482422,-1.0,10739
2024-04-23,buy,182.5500030517578,1.0,9645
2025-08-08,sell_forced,253.1999969482422,-1.0,9645
