date,action,price,weight,shares
2016-01-15,buy,15.899999618530272,1.0,6289
2017-11-06,sell,37.0,-1.0,6289
2017-11-17,buy,36.25,1.0,6419
2018-02-01,sell,38.79999923706055,-1.0,6419
2018-02-12,buy,34.0,1.0,7325
2018-05-24,sell,36.5,-1.0,7325
2018-06-26,buy,35.90999984741211,1.0,7445
2018-12-05,sell,32.45000076293945,-1.0,7445
2018-12-28,buy,31.200000762939453,1.0,7744
2019-02-27,sell,35.93000030517578,-1.0,7744
2019-03-08,buy,34.7599983215332,1.0,8004
2019-07-19,sell,40.9900016784668,-1.0,8004
2019-08-02,buy,39.40999984741211,1.0,8325
2020-05-04,sell,41.61000061035156,-1.0,8325
2020-06-08,buy,49.79999923706055,1.0,6956
2021-07-06,sell,136.10000610351562,-1.0,6956
2021-07-20,buy,132.0,1.0,7172
2022-06-01,sell,121.1999969482422,-1.0,7172
2022-06-21,buy,106.5999984741211,1.0,8154
2022-08-18,sell,109.8499984741211,-1.0,8154
2022-09-08,buy,97.25,1.0,9211
2022-12-01,sell,105.5,-1.0,9211
2022-12-14,buy,98.8499984741211,1.0,9830
2023-06-08,sell,133.10000610351562,-1.0,9830
2023-07-11,buy,134.3000030517578,1.0,9742
2024-07-10,sell,269.95001220703125,-1.0,9742
2024-07-22,buy,246.0500030517578,1.0,10688
2024-10-17,sell,244.3500061035156,-1.0,10688
2024-11-13,buy,239.5,1.0,10905
2025-05-20,sell,197.5,-1.0,10905
2025-06-24,buy,207.1499938964844,1.0,10397
2025-08-08,sell_forced,253.1999969482422,-1.0,10397
