date,action,price,weight,shares
2016-01-22,buy,15.489999771118164,1.0,6455
2017-11-03,sell,36.900001525878906,-1.0,6455
2017-11-16,buy,35.40999984741211,1.0,6726
2018-01-29,sell,39.59999847412109,-1.0,6726
2018-02-12,buy,34.0,1.0,7834
2018-05-24,sell,36.5,-1.0,7834
2018-06-25,buy,36.209999084472656,1.0,7897
2018-12-04,sell,33.97999954223633,-1.0,7897
2018-12-26,buy,30.51000022888184,1.0,8795
2019-02-25,sell,35.619998931884766,-1.0,8795
2019-03-12,buy,35.400001525878906,1.0,8850
2019-07-16,sell,40.810001373291016,-1.0,8850
2019-07-31,buy,41.060001373291016,1.0,8796
2020-04-30,sell,43.650001525878906,-1.0,8796
2020-06-03,buy,46.95000076293945,1.0,8178
2021-07-01,sell,132.5,-1.0,8178
2021-07-21,buy,131.5,1.0,8240
2022-06-06,sell,120.6999969482422,-1.0,8240
2022-06-20,buy,106.9499969482422,1.0,9299
2022-08-16,sell,111.0500030517578,-1.0,9299
2022-09-06,buy,101.0500030517578,1.0,10219
2022-12-01,sell,105.5,-1.0,10219
2022-12-12,buy,98.5999984741211,1.0,10935
2023-06-08,sell,133.10000610351562,-1.0,10935
2023-07-07,buy,131.85000610351562,1.0,11038
2024-03-15,sell,186.5,-1.0,11038
2024-03-21,buy,190.5,1.0,10806
2024-07-12,sell,271.6000061035156,-1.0,10806
2024-07-18,buy,257.70001220703125,1.0,11389
2024-10-14,sell,241.3500061035156,-1.0,11389
2024-11-07,buy,245.4499969482422,1.0,11199
2025-05-19,sell,197.5,-1.0,11199
2025-06-20,buy,204.8000030517578,1.0,10800
2025-08-08,sell_forced,253.1999969482422,-1.0,10800
