date,action,price,weight,shares
2016-05-09,buy,17.540000915527344,1.0,5701
2016-10-13,sell,25.1200008392334,-1.0,5701
2016-12-23,buy,24.280000686645508,1.0,5898
2018-01-23,sell,39.720001220703125,-1.0,5898
2018-03-29,buy,36.65999984741211,1.0,6390
2018-08-15,sell,38.970001220703125,-1.0,6390
2018-10-26,buy,30.799999237060547,1.0,8085
2019-04-08,sell,38.65999984741211,-1.0,8085
2019-05-24,buy,35.619998931884766,1.0,8775
2019-12-13,sell,53.45000076293945,-1.0,8775
2020-01-13,buy,54.29999923706055,1.0,8638
2020-07-31,sell,63.650001525878906,-1.0,8638
2020-10-22,buy,66.69999694824219,1.0,8243
2021-01-07,sell,94.9499969482422,-1.0,8243
2021-03-26,buy,110.1999969482422,1.0,7102
2022-01-26,sell,137.64999389648438,-1.0,7102
2022-05-10,buy,109.0500030517578,1.0,8964
2022-06-09,sell,120.0,-1.0,8964
2022-11-03,buy,76.44999694824219,1.0,14071
2023-08-15,sell,130.0,-1.0,14071
2023-09-08,buy,130.5,1.0,14017
2023-10-19,sell,128.39999389648438,-1.0,14017
2023-11-01,buy,123.25,1.0,14603
2024-04-12,sell,203.3000030517578,-1.0,14603
2024-05-02,buy,193.3999938964844,1.0,15350
2025-08-08,sell,253.1999969482422,-1.0,15350
