trade_date,type,price_open,weight_change,w_before,w_after,cost,price
2016-05-17,buy,17.280000686645508,0.3,0.2,0.5,0.00012662669836751498,17.280000686645508
2016-05-18,buy,17.3700008392334,0.30000000000000004,0.5,0.8,0.00012694023506042647,17.3700008392334
2016-05-19,buy,17.540000915527344,0.09999999999999998,0.8,0.9,4.263928818931728e-05,17.540000915527344
2016-05-20,buy,17.389999389648438,0.04999999999999993,0.9,0.95,2.1154641323927406e-05,17.389999389648438
2016-05-23,buy,17.450000762939453,0.025000000000000022,0.95,0.975,1.0611765399614728e-05,17.450000762939453
2016-05-24,buy,18.479999542236328,0.012500000000000067,0.975,0.9875,5.611179993797826e-06,18.479999542236328
2016-05-27,buy,18.88999938964844,0.010937499999999933,0.9875,0.9984375,5.017315743985052e-06,18.88999938964844
2016-11-04,sell,24.32999992370605,-0.2984375,0.9984375,0.7,0.002652981412321496,24.32999992370605
2016-11-07,sell,24.649999618530277,-0.29999999999999993,0.7,0.4,0.002686309323584579,24.649999618530277
2016-11-08,sell,25.100000381469727,-0.09999999999999998,0.4,0.30000000000000004,0.0009002486453315331,25.100000381469727
2016-11-09,sell,25.489999771118164,-0.050000000000000044,0.30000000000000004,0.25,0.00045193321352180783,25.489999771118164
2016-11-10,sell,24.75,-0.024999999999999994,0.25,0.225,0.00022425398416521368,24.75
2016-11-11,sell,24.15999984741211,-0.012499999999999983,0.225,0.21250000000000002,0.00011150756751053603,24.15999984741211
2016-11-16,sell,23.850000381469727,-0.010937500000000017,0.21250000000000002,0.2015625,9.730086104181721e-05,23.850000381469727
2016-11-17,buy,23.739999771118164,0.30000000000000004,0.2015625,0.5015625,0.00017713523674443358,23.739999771118164
2016-11-18,buy,23.670000076293945,0.298828125,0.5015625,0.800390625,0.00017615975682639323,23.670000076293945
2016-11-21,buy,23.8799991607666,0.09980468749999993,0.800390625,0.9001953125,5.924533800165814e-05,23.8799991607666
2016-11-22,buy,24.21999931335449,0.04990234375000002,0.9001953125,0.95009765625,3.0001076107307952e-05,24.21999931335449
2016-11-23,buy,24.71999931335449,0.024951171875000067,0.95009765625,0.975048828125,1.5294437584715146e-05,24.71999931335449
2016-11-24,buy,24.729999542236328,0.012475585937499978,0.975048828125,0.9875244140625,7.650153734644909e-06,24.729999542236328
2016-11-29,buy,25.0,0.010916137695312522,0.9875244140625,0.9984405517578125,6.766026131026016e-06,25.0
2018-01-30,sell,39.11000061035156,-0.2984405517578126,0.9984405517578125,0.7,0.004352688582538071,39.11000061035156
2018-01-31,sell,38.33000183105469,-0.29999999999999993,0.7,0.4,0.004305956692013407,38.33000183105469
2018-02-01,sell,38.79999923706055,-0.09999999999999998,0.4,0.30000000000000004,0.001439591335061738,38.79999923706055
2018-02-02,sell,38.650001525878906,-0.050000000000000044,0.30000000000000004,0.25,0.000718498253014334,38.650001525878906
2018-02-05,sell,37.5,-0.024999999999999994,0.25,0.225,0.0003564613853751145,37.5
2018-02-06,sell,35.279998779296875,-0.012499999999999983,0.225,0.21250000000000002,0.00017582802133901063,35.279998779296875
2018-02-09,sell,33.099998474121094,-0.010937500000000017,0.21250000000000002,0.2015625,0.0001517996804384965,33.099998474121094
2018-03-08,buy,36.29999923706055,0.2984382629394532,0.2015625,0.5000007629394532,0.0002804334463521891,36.29999923706055
2018-03-09,buy,37.060001373291016,0.2999994277954101,0.5000007629394532,0.8000001907348633,0.00028481553908956493,37.060001373291016
2018-03-12,buy,37.59999847412109,0.09999990463256836,0.8000001907348633,0.9000000953674316,9.603311397165454e-05,37.59999847412109
2018-03-13,buy,38.0,0.04999995231628418,0.9000000953674316,0.9500000476837158,4.847424149433115e-05,38.0
2018-03-14,buy,38.33000183105469,0.02499997615814209,0.9500000476837158,0.9750000238418579,2.4436560650819113e-05,38.33000183105469
2018-03-15,buy,37.810001373291016,0.012499988079071045,0.9750000238418579,0.987500011920929,1.2056535665446376e-05,37.810001373291016
2018-03-20,buy,37.470001220703125,0.010937489569187164,0.987500011920929,0.9984375014901161,1.0455736267780922e-05,37.470001220703125
2018-09-13,sell,39.61000061035156,-0.29843750149011616,0.9984375014901161,0.7,0.004539013343179051,39.61000061035156
2018-09-14,sell,39.61000061035156,-0.29999999999999993,0.7,0.4,0.004554026116535182,39.61000061035156
2018-09-17,sell,40.459999084472656,-0.09999999999999998,0.4,0.30000000000000004,0.001528111926978689,40.459999084472656
2018-09-18,sell,39.59000015258789,-0.050000000000000044,0.30000000000000004,0.25,0.0007586361265171322,39.59000015258789
2018-09-19,sell,39.90999984741211,-0.024999999999999994,0.25,0.225,0.00037996266134144967,39.90999984741211
2018-09-20,sell,40.5099983215332,-0.012499999999999983,0.225,0.21250000000000002,0.0001905934367036487,40.5099983215332
2018-09-26,sell,40.72999954223633,-0.010937500000000017,0.21250000000000002,0.2015625,0.00016694855849195758,40.72999954223633
2018-10-30,buy,30.56999969482422,0.29843750037252903,0.2015625,0.500000000372529,0.0002862535820812639,30.56999969482422
2018-10-31,buy,31.299999237060547,0.2999999997206032,0.500000000372529,0.8000000000931322,0.00029115132786990556,31.299999237060547
2018-11-01,buy,32.029998779296875,0.0999999999534339,0.8000000000931322,0.9000000000465661,9.884879083796899e-05,32.029998779296875
2018-11-02,buy,32.720001220703125,0.049999999976717,0.9000000000465661,0.9500000000232831,5.0380532244414404e-05,32.720001220703125
2018-11-05,buy,32.31999969482422,0.024999999988358446,0.9500000000232831,0.9750000000116416,2.489717521451885e-05,32.31999969482422
2018-11-06,buy,32.709999084472656,0.012499999994179167,0.9750000000116416,0.9875000000058207,1.2594914126827695e-05,32.709999084472656
