method,total_return,annual_return,max_drawdown,calmar_ratio,sharpe_ratio,sortino_ratio,time_in_market,turnover_py,num_trades
Majority_66_of_120+fee4.27+tax30.0,47.9789179154733,4.590238160478084,-0.4305337105539596,10.661739250503546,1.4350929743165437,1.6654225234516864,0.7444950645406226,2.444523532177289,213
Majority_66_of_120+fee4.27+tax30.0,44.819409398619285,4.281459881899947,-0.43322808046929573,9.882692454427334,1.4116234995858998,1.6407266737063384,0.743366186504928,2.458728197026149,217
