date,action,price,weight,shares
2016-04-12,buy,19.299999237060547,1.0,5181
2016-09-22,sell,24.950000762939453,-1.0,5181
2016-11-22,buy,24.21999931335449,1.0,5337
2017-10-23,sell,36.68999862670898,-1.0,5337
2017-11-29,buy,36.150001525878906,1.0,5417
2018-06-13,sell,37.93999862670898,-1.0,5417
2018-07-10,buy,37.29999923706055,1.0,5509
2018-10-03,sell,40.060001373291016,-1.0,5509
2018-10-09,buy,37.540000915527344,1.0,5879
2019-03-04,sell,35.75,-1.0,5879
2019-05-16,buy,37.41999816894531,1.0,5617
2019-12-17,sell,53.150001525878906,-1.0,5617
2020-02-03,buy,46.5,1.0,6420
2020-08-05,sell,64.8499984741211,-1.0,6420
2020-09-30,buy,63.04999923706055,1.0,6603
2021-11-25,sell,137.0,-1.0,6603
2021-12-08,buy,141.1999969482422,1.0,6406
2022-01-05,sell,151.4499969482422,-1.0,6406
2022-02-15,buy,143.0,1.0,6785
2022-08-18,sell,109.8499984741211,-1.0,6785
2022-10-25,buy,76.30000305175781,1.0,9769
2022-11-30,sell,99.5,-1.0,9769
2022-12-29,buy,91.0,1.0,10681
2023-09-28,sell,128.10000610351562,-1.0,10681
2023-11-02,buy,126.1500015258789,1.0,10846
2024-03-11,sell,184.8500061035156,-1.0,10846
2024-04-29,buy,195.1499938964844,1.0,10273
2024-07-01,sell,251.6999969482422,-1.0,10273
2024-07-30,buy,228.6999969482422,1.0,11306
2025-02-20,sell,246.3999938964844,-1.0,11306
2025-03-14,buy,214.8500061035156,1.0,12967
2025-07-28,sell,240.8500061035156,-1.0,12967
