equity,cash,position_value,w,invested_pct,cash_pct
991163.0803032536,1000000.0,-8836.919696746394,0.2,-0.008915707084289978,1.00891570708429
990331.481225399,1000000.0,-9668.518774601049,0.2,-0.009762911669371136,1.0097629116693712
987306.7824282951,1000000.0,-12693.217571704881,0.2,-0.012856406739641484,1.0128564067396415
988045.9393336236,1000000.0,-11954.060666376376,0.2,-0.012098689130222686,1.0120986891302226
986361.472677533,1000000.0,-13638.52732246695,0.2,-0.013827108722570449,1.0138271087225705
987103.4930946135,1000000.0,-12896.506905386457,0.2,-0.013064999765075627,1.0130649997650756
986892.1170624992,1000000.0,-13107.882937500835,0.2,-0.01328198159745836,1.0132819815974583
987632.5473688627,1000000.0,-12367.452631137334,0.2,-0.012522321853492255,1.0125223218534922
988898.0757984947,1000000.0,-11101.924201505259,0.2,-0.01122656062662566,1.0112265606266257
987638.9925453318,1000000.0,-12361.007454668172,0.2,-0.012515714292336238,1.0125157142923362
986057.0867711928,1000000.0,-13942.913228807156,0.2,-0.014140066955416045,1.0141400669554161
968968.2544992664,1000000.0,-31031.74550073361,0.2,-0.03202555435293376,1.0320255543529337
987582.5073420539,1000000.0,-12417.492657946073,0.2,-0.012573625561033976,1.012573625561034
989175.378270337,1000000.0,-10824.621729662991,0.2,-0.010943076392167005,1.010943076392167
989175.378270337,1000000.0,-10824.621729662991,0.2,-0.010943076392167005,1.010943076392167
988647.8261185227,1000000.0,-11352.173881477327,0.2,-0.01148252550763854,1.0114825255076385
987907.6450598121,1000000.0,-12092.354940187884,0.2,-0.012240369836854297,1.0122403698368543
987589.491278332,1000000.0,-12410.50872166804,0.2,-0.012566464944461819,1.012566464944462
986102.7836778591,1000000.0,-13897.216322140885,0.2,-0.014093070775349154,1.014093070775349
984500.2371045201,1000000.0,-15499.762895479915,0.2,-0.01574378787461315,1.0157437878746132
984715.3158154414,1000000.0,-15284.684184558573,0.2,-0.015521932013316302,1.0155219320133162
984930.2067828738,1000000.0,-15069.793217126164,0.2,-0.015300366577596775,1.0153003665775968
984500.7995983199,1000000.0,-15499.200401680078,0.2,-0.015743207530155193,1.0157432075301551
986006.3309239193,1000000.0,-13993.669076080667,0.2,-0.014192271020175047,1.014192271020175
985471.8979385297,1000000.0,-14528.102061470272,0.2,-0.014742279401230053,1.01474227940123
986007.492761373,1000000.0,-13992.507238626946,0.2,-0.014191075971887486,1.0141910759718875
986328.1325438907,1000000.0,-13671.867456109263,0.2,-0.01386137838413615,1.0138613783841361
986861.8721176116,1000000.0,-13138.12788238842,0.2,-0.013313036255212274,1.0133130362552123
988672.6285918138,1000000.0,-11327.371408186154,0.2,-0.011457150810698537,1.0114571508106986
987509.4779164564,1000000.0,-12490.52208354359,0.2,-0.012648508559023969,1.012648508559024
986022.1113425394,1000000.0,-13977.888657460571,0.2,-0.014176039762869698,1.0141760397628696
986235.8675711423,1000000.0,-13764.13242885773,0.2,-0.013956227796455448,1.0139562277964556
986022.2964996536,1000000.0,-13977.703500346397,0.2,-0.014175849318992866,1.014175849318993
986556.7177518056,1000000.0,-13443.282248194446,0.2,-0.0136264666858986,1.0136264666858985
984423.6140087418,1000000.0,-15576.385991258197,0.2,-0.015822848791516166,1.0158228487915162
983347.7575782095,1000000.0,-16652.24242179049,0.2,-0.01693423541515126,1.0169342354151512
983239.6949162974,1000000.0,-16760.30508370255,0.2,-0.017046001265367285,1.0170460012653673
983239.6949162974,1000000.0,-16760.30508370255,0.2,-0.017046001265367285,1.0170460012653673
983888.3354314847,1000000.0,-16111.664568515262,0.2,-0.016375501150188435,1.0163755011501885
985613.5078538364,1000000.0,-14386.492146163597,0.2,-0.014596484353679405,1.0145964843536794
986041.8125034511,1000000.0,-13958.187496548868,0.2,-0.014155776478799183,1.0141557764787992
987217.5666063984,1000000.0,-12782.433393601561,0.2,-0.012947939568723142,1.012947939568723
986579.2850496126,1000000.0,-13420.714950387366,0.2,-0.013603280703093691,1.0136032807030937
987645.8613183164,1000000.0,-12354.138681683573,0.2,-0.012508672557178729,1.0125086725571788
987539.6604100926,1000000.0,-12460.339589907438,0.2,-0.012617558655551182,1.0126175586555513
985308.5220943663,1000000.0,-14691.477905633743,0.2,-0.014910535711601905,1.014910535711602
984986.8892952013,1000000.0,-15013.110704798717,0.2,-0.015241939631847503,1.0152419396318475
986704.5759296855,1000000.0,-13295.424070314504,0.2,-0.01347457424912354,1.0134745742491236
985105.3829727822,1000000.0,-14894.617027217755,0.2,-0.015119820970087301,1.0151198209700873
984676.1333442435,1000000.0,-15323.866655756487,0.2,-0.015562341908006063,1.015562341908006
984998.6329142858,1000000.0,-15001.367085714242,0.2,-0.01522983543777127,1.0152298354377713
985535.4087085917,1000000.0,-14464.591291408287,0.2,-0.01467688645541629,1.0146768864554163
986606.6469571352,1000000.0,-13393.353042864823,0.2,-0.01357517008847673,1.0135751700884768
985540.0411078781,1000000.0,-14459.958892121911,0.2,-0.014672117102281298,1.0146721171022812
986825.5371348667,1000000.0,-13174.462865133304,0.2,-0.013350346509458832,1.0133503465094589
986186.1107205772,1000000.0,-13813.889279422816,0.2,-0.014007385755341264,1.0140073857553413
986613.5034536825,1000000.0,-13386.496546317474,0.2,-0.01356812622111645,1.0135681262211165
984586.9402908214,1000000.0,-15413.059709178633,0.2,-0.015654341001746393,1.0156543410017465
980500.1874571231,1000000.0,-19499.812542876927,0.2,-0.019887617353188572,1.0198876173531886
978750.2724798723,1000000.0,-21249.727520127664,0.2,-0.02171108209889633,1.0217110820988964
977428.3720738856,1000000.0,-22571.627926114365,0.2,-0.02309287163234518,1.023092871632345
978314.425296368,1000000.0,-21685.57470363204,0.2,-0.022166262852622937,1.022166262852623
979417.9991063268,1000000.0,-20582.00089367316,0.2,-0.021014521800143834,1.0210145218001438
979967.2997561106,1000000.0,-20032.700243889354,0.2,-0.020442212968611293,1.0204422129686113
979638.4650343726,1000000.0,-20361.53496562736,0.2,-0.020784744262683615,1.0207847442626836
981284.9120137832,1000000.0,-18715.087986216764,0.2,-0.019072022566626285,1.0190720225666263
981284.9120137832,1000000.0,-18715.087986216764,0.2,-0.019072022566626285,1.0190720225666263
982048.1302846341,1000000.0,-17951.86971536593,0.2,-0.018280030440221712,1.0182800304402218
981287.2772621262,1000000.0,-18712.722737873788,0.2,-0.019069566243724113,1.0190695662437241
982922.7518983254,1000000.0,-17077.248101674602,0.2,-0.01737394731039972,1.0173739473103998
982814.4383699646,1000000.0,-17185.5616300354,0.2,-0.017486069556058123,1.0174860695560581
982706.0770726905,1000000.0,-17293.922927309526,0.2,-0.017598265982871602,1.0175982659828715
984548.9906502971,1000000.0,-15451.009349702857,0.2,-0.015693489604308494,1.0156934896043084
985840.2115253796,1000000.0,-14159.788474620436,0.2,-0.014363167893822422,1.0143631678938225
985197.976064456,1000000.0,-14802.023935543955,0.2,-0.015024415696298123,1.0150244156962982
983158.8896223871,1000000.0,-16841.110377612873,0.2,-0.017129591722535538,1.0171295917225356
984673.9324831095,1000000.0,-15326.06751689047,0.2,-0.01556461180833927,1.0155646118083392
986179.7285692674,1000000.0,-13820.271430732566,0.2,-0.014013947995851404,1.0140139479958514
985645.2015992671,1000000.0,-14354.798400732921,0.2,-0.01456385967023572,1.0145638596702358
984466.726642259,1000000.0,-15533.273357740953,0.2,-0.01577836298309503,1.015778362983095
984789.6659378235,1000000.0,-15210.334062176524,0.2,-0.015445261651574699,1.0154452616515748
982424.4579256625,1000000.0,-17575.542074337485,0.2,-0.017889967958907817,1.0178899679589077
982967.2255757251,1000000.0,-17032.774424274918,0.2,-0.01732791692449237,1.0173279169244924
983400.49929234,1000000.0,-16599.500707659987,0.2,-0.016879695220416373,1.0168796952204164
985779.2505649604,1000000.0,-14220.749435039586,0.2,-0.014425896494463164,1.0144258964944632
985243.8001483728,1000000.0,-14756.199851627229,0.2,-0.014977206504019633,1.0149772065040197
986746.3440055654,1000000.0,-13253.655994434608,0.2,-0.013431674791550944,1.013431674791551
991440.0620416935,1000000.0,-8559.937958306517,0.2,-0.008633843119753357,1.0086338431197535
990916.5864734004,1000000.0,-9083.413526599645,0.2,-0.009166678255862938,1.009166678255863
990811.6696604016,1000000.0,-9188.330339598353,0.2,-0.009273538676373918,1.0092735386763738
992071.1848846244,1000000.0,-7928.815115375561,0.2,-0.00799218366199968,1.0079921836619996
990922.4645072613,1000000.0,-9077.535492738709,0.2,-0.009160691999502238,1.0091606919995022
991551.9691193994,1000000.0,-8448.030880600563,0.2,-0.008520008172746897,1.008520008172747
991970.5558605671,1000000.0,-8029.4441394328605,0.2,-0.008094437977009362,1.0080944379770094
992701.8632541613,1000000.0,-7298.136745838681,0.2,-0.007351791122779569,1.0073517911227796
993639.3587596235,1000000.0,-6360.641240376513,0.2,-0.006401357981950924,1.0064013579819509
993535.5820367876,1000000.0,-6464.417963212356,0.2,-0.006506478560093481,1.0065064785600935
992393.6005436177,1000000.0,-7606.399456382263,0.2,-0.007664700228030084,1.0076647002280301
989473.2549887191,1000000.0,-10526.745011280873,0.2,-0.010638736275293149,1.010638736275293
989684.3474478624,1000000.0,-10315.652552137617,0.2,-0.010423174397714778,1.0104231743977148
988946.1737600189,1000000.0,-11053.826239981106,0.2,-0.01117737904577147,1.0111773790457714
987782.701265044,1000000.0,-12217.298734955955,0.2,-0.012368407261343386,1.0123684072613435
990014.3684110468,1000000.0,-9985.631588953198,0.2,-0.010086350165785914,1.010086350165786
992647.385455163,1000000.0,-7352.614544837037,0.2,-0.007407075918973594,1.0074070759189735
990667.3156641277,1000000.0,-9332.684335872298,0.2,-0.009420603857931675,1.0094206038579316
988356.0960278233,1000000.0,-11643.903972176719,0.2,-0.011781081756841746,1.0117810817568418
989204.4695778841,1000000.0,-10795.530422115931,0.2,-0.010913345778474524,1.0109133457784745
989944.2762048811,1000000.0,-10055.723795118858,0.2,-0.010157868515255401,1.0101578685152555
989417.417830216,1000000.0,-10582.582169784,0.2,-0.010695771045744791,1.0106957710457447
990262.1704332747,1000000.0,-9737.829566725297,0.2,-0.009833587364510402,1.0098335873645103
997418.1596895746,1000000.0,-2581.840310425381,0.2,-0.002588523464650899,1.002588523464651
996395.1628028691,1000000.0,-3604.837197130895,0.2,-0.0036178790621488504,1.0036178790621488
994340.7515018868,1000000.0,-5659.248498113244,0.2,-0.005691457872530436,1.0056914578725304
993408.5555039338,1000000.0,-6591.444496066193,0.2,-0.006635179916205274,1.0066351799162052
993304.5857225532,1000000.0,-6695.4142774468055,0.2,-0.006740545018803475,1.0067405450188034
992888.5324028374,1000000.0,-7111.467597162584,0.2,-0.007162402792539556,1.0071624027925397
993096.9083284698,1000000.0,-6903.091671530157,0.2,-0.006951075583498784,1.0069510755834987
992576.4252263508,1000000.0,-7423.574773649219,0.2,-0.00747909640505145,1.0074790964050515
994141.1764588674,1000000.0,-5858.823541132617,0.2,-0.005893351648507063,1.0058933516485071
994555.8235956273,1000000.0,-5444.176404372673,0.2,-0.005473977704630283,1.0054739777046302
995590.7451908991,1000000.0,-4409.254809100879,0.2,-0.004428782439370134,1.00442878243937
996724.4469648253,1000000.0,-3275.5530351747293,0.2,-0.003286317542575862,1.003286317542576
998981.5616379268,1000000.0,-1018.4383620731533,0.2,-0.0010194766361886851,1.0010194766361886
1001828.539028614,1000000.0,1828.5390286139445,0.2,0.0018252015762965986,0.9981747984237034
1000823.1879544937,1000000.0,823.1879544936819,0.2,0.0008225108734502176,0.9991774891265498
1001731.6523012002,1000000.0,1731.6523012001999,0.2,0.001728658865098462,0.9982713411349016
1000122.4463684472,1000000.0,122.44636844715569,0.2,0.00012243137716963729,0.9998775686228304
1002349.4326935776,1000000.0,2349.4326935776044,0.2,0.0023439257976772213,0.9976560742023228
1003453.1269068707,1000000.0,3453.126906870748,0.2,0.003441243855121524,0.9965587561448784
1002554.0633543523,1000000.0,2554.0633543522563,0.2,0.0025475567330572216,0.9974524432669428
1001050.236083761,1000000.0,1050.236083760974,0.2,0.0010491342451200397,0.99895086575488
1006093.3102240429,1000000.0,6093.310224042856,0.2,0.006056406659424026,0.993943593340576
1005104.5169765679,1000000.0,5104.516976567917,0.2,0.005078593211303734,0.9949214067886962
1002126.4370925276,1000000.0,2126.4370925276307,0.2,0.0021219249526008605,0.9978780750473991
1004738.4790137702,1000000.0,4738.479013770237,0.2,0.0047161317225766315,0.9952838682774233
1006727.0833825035,1000000.0,6727.083382503479,0.2,0.006682132122542232,0.9933178678774578
1007220.327737953,1000000.0,7220.327737953048,0.2,0.007168568325232957,0.9928314316747671
1007121.8867492714,1000000.0,7121.88674927142,0.2,0.0070715241550941025,0.9929284758449058
1008500.8250787212,1000000.0,8500.825078721158,0.2,0.008429170177483597,0.9915708298225164
1010460.037637692,1000000.0,10460.037637691945,0.2,0.010351757860851168,0.9896482421391488
1014542.6864776282,1000000.0,14542.686477628187,0.2,0.014334228289712155,0.9856657717102878
1017317.0223627766,1000000.0,17317.022362776566,0.2,0.017022247718372782,0.9829777522816272
962429.2184209912,1000000.0,-37570.78157900879,0.2,-0.039037449050694104,1.0390374490506942
946981.3069531531,1000000.0,-53018.69304684689,0.2,-0.055987053448215224,1.0559870534482152
958916.9547784055,1000000.0,-41083.04522159451,0.2,-0.042843173245474965,1.042843173245475
966913.1274237505,1000000.0,-33086.87257624953,0.2,-0.034219074741912346,1.0342190747419124
969573.7931792422,1000000.0,-30426.206820757827,0.2,-0.03138101198155324,1.0313810119815532
974837.3713519983,1000000.0,-25162.6286480017,0.2,-0.025812129681798867,1.0258121296817988
978935.7912878692,1000000.0,-21064.208712130785,0.2,-0.021517456915554303,1.0215174569155543
969607.1151921626,1000000.0,-30392.88480783743,0.2,-0.03134556701537198,1.031345567015372
981704.7480021116,1000000.0,-18295.251997888437,0.2,-0.01863620608448874,1.0186362060844887
979878.3223867997,1000000.0,-20121.67761320027,0.2,-0.020534873722063408,1.0205348737220634
975507.9610121046,1000000.0,-24492.038987895357,0.2,-0.0251069596218205,1.0251069596218205
976679.0434745468,1000000.0,-23320.95652545325,0.2,-0.023877809891864457,1.0238778098918644
984371.2631745557,1000000.0,-15628.73682544427,0.2,-0.01587687228398181,1.0158768722839817
991491.2754244601,1000000.0,-8508.724575539934,0.2,-0.008581744273944647,1.0085817442739446
992370.1588565027,1000000.0,-7629.841143497266,0.2,-0.0076885032015564115,1.0076885032015563
994778.5720550012,1000000.0,-5221.427944998839,0.2,-0.005248834355380694,1.0052488343553807
994670.1468430067,1000000.0,-5329.853156993282,0.2,-0.005358412709891571,1.0053584127098916
994019.3324798347,1000000.0,-5980.667520165327,0.2,-0.006016651110039305,1.0060166511100392
997825.7355055081,1000000.0,-2174.2644944918575,0.2,-0.002179002221655823,1.002179002221656
1001253.6029068496,1000000.0,1253.6029068495845,0.2,0.0012520333541972903,0.9987479666458027
998189.0704548415,1000000.0,-1810.9295451585203,0.2,-0.0018142149606319975,1.001814214960632
994123.5719322158,1000000.0,-5876.428067784174,0.2,-0.005911164601360904,1.005911164601361
991621.9323914906,1000000.0,-8378.067608509446,0.2,-0.008448852667371016,1.008448852667371
988875.0571164062,1000000.0,-11124.942883593845,0.2,-0.011250099599068222,1.0112500995990683
985430.6666363035,1000000.0,-14569.333363696467,0.2,-0.014784737127603137,1.014784737127603
985994.1047347886,1000000.0,-14005.895265211351,0.2,-0.014204846862627681,1.0142048468626277
981609.3959593448,1000000.0,-18390.60404065519,0.2,-0.018735154855238235,1.0187351548552381
988821.2324804156,1000000.0,-11178.767519584391,0.2,-0.01130514510852779,1.0113051451085278
993492.8295225326,1000000.0,-6507.170477467356,0.2,-0.00654979108464695,1.006549791084647
996768.0721421791,1000000.0,-3231.927857820876,0.2,-0.003242407083600761,1.0032424070836008
997522.3798271574,1000000.0,-2477.6201728426386,0.2,-0.002483774021462998,1.002483774021463
997307.5074033133,1000000.0,-2692.4925966867013,0.2,-0.0026997616850364804,1.0026997616850364
1004296.7411310163,1000000.0,4296.741131016286,0.2,0.004278358133650213,0.9957216418663498
1002099.8317212261,1000000.0,2099.8317212261027,0.2,0.0020954316673413576,0.9979045683326586
1007482.360943976,1000000.0,7482.360943975975,0.2,0.00742679101296152,0.9925732089870385
1005002.4067282617,1000000.0,5002.4067282617325,0.2,0.004977507212690996,0.995022492787309
1007298.3551890334,1000000.0,7298.355189033435,0.2,0.007245475137963268,0.9927545248620367
1010090.6654908479,1000000.0,10090.665490847896,0.2,0.009989861143746332,0.9900101388562537
1009886.0854838339,1000000.0,9886.085483833915,0.2,0.009789307552541943,0.9902106924474581
1010193.204355615,1000000.0,10193.204355614958,0.2,0.010090351342362306,0.9899096486576376
1011624.64595884,1000000.0,11624.645958840032,0.2,0.011491066380477453,0.9885089336195225
1007456.1438640436,1000000.0,7456.143864043639,0.2,0.007400961232362931,0.9925990387676371
1013245.5221005715,1000000.0,13245.522100571543,0.2,0.013072371712151356,0.9869276282878486
1013851.9672389298,1000000.0,13851.967238929821,0.2,0.013662711802644648,0.9863372881973553
1013952.8001719678,1000000.0,13952.800171967829,0.2,0.013760798500286615,0.9862392014997133
1012239.360348928,1000000.0,12239.360348928021,0.2,0.01209136971783927,0.9879086302821607
1011833.4405534562,1000000.0,11833.440553456196,0.2,0.011695047899369187,0.9883049521006309
1006954.6902570499,1000000.0,6954.690257049864,0.2,0.00690665659968723,0.9930933434003127
1005399.9520476471,1000000.0,5399.952047647093,0.2,0.0053709491796267595,0.9946290508203732
1009780.3259224099,1000000.0,9780.325922409887,0.2,0.009685597620923933,0.9903144023790761
1015726.2395194963,1000000.0,15726.239519496332,0.2,0.015482754021335367,0.9845172459786646
1020935.0773329631,1000000.0,20935.07733296312,0.2,0.020505787094369222,0.9794942129056308
1020247.9124630595,1000000.0,20247.912463059532,0.2,0.01984607095561458,0.9801539290443855
1012471.7922822555,1000000.0,12471.792282255483,0.2,0.012318162715567895,0.9876818372844322
1007292.6465252792,1000000.0,7292.646525279153,0.2,0.007239848866598606,0.9927601511334014
1005426.3265980729,1000000.0,5426.32659807289,0.2,0.005397040493691098,0.994602959506309
1000621.1817696072,1000000.0,621.1817696072394,0.2,0.0006207961423609623,0.999379203857639
999023.5798879792,1000000.0,-976.4201120208018,0.2,-0.0009773744400810719,1.0009773744400812
993449.6439396691,1000000.0,-6550.356060330872,0.2,-0.006593546135216761,1.0065935461352167
998822.6028315237,1000000.0,-1177.397168476251,0.2,-0.0011787850666759973,1.001178785066676
1001398.8219417357,1000000.0,1398.8219417356886,0.2,0.0013968679721665142,0.9986031320278335
997998.8504729425,1000000.0,-2001.1495270575397,0.2,-0.00200516215635841,1.0020051621563584
1001230.3548726694,1000000.0,1230.3548726694426,0.2,0.0012288429597461733,0.9987711570402539
1003144.5531749376,1000000.0,3144.5531749376096,0.2,0.0031346959568141456,0.9968653040431859
1001878.080930813,1000000.0,1878.0809308129828,0.2,0.0018745603547570555,0.9981254396452429
998695.8398549171,1000000.0,-1304.1601450828603,0.2,-0.0013058631998229997,1.001305863199823
1000414.9488455176,1000000.0,414.9488455175888,0.2,0.0004147767343905059,0.9995852232656095
1004149.8353919064,1000000.0,4149.835391906439,0.2,0.00413268542765514,0.9958673145723449
995002.0743232251,1000000.0,-4997.925676774932,0.2,-0.005023030409433461,1.0050230304094334
997403.6286452215,1000000.0,-2596.37135477853,0.2,-0.0026031300470654942,1.0026031300470655
1001404.0434094095,1000000.0,1404.0434094094671,0.2,0.0014020748354772164,0.9985979251645228
999594.9173037647,1000000.0,-405.08269623527303,0.2,-0.0004052468547238254,1.0004052468547238
999058.9496441715,1000000.0,-941.0503558284836,0.2,-0.0009419367657570672,1.000941936765757
1001637.1637767586,1000000.0,1637.1637767585926,0.2,0.0016344878524530047,0.998365512147547
1000786.517322042,1000000.0,786.5173220420256,0.2,0.0007858991987088621,0.9992141008012911
994171.5016177472,1000000.0,-5828.498382252757,0.2,-0.0058626689386775226,1.0058626689386776
989458.2263864741,1000000.0,-10541.773613525904,0.2,-0.01065408658233579,1.0106540865823357
990128.6821229662,1000000.0,-9871.317877033842,0.2,-0.00996973227345403,1.009969732273454
979207.7408709738,1000000.0,-20792.259129026206,0.2,-0.02123375690487512,1.021233756904875
984339.9628811297,1000000.0,-15660.0371188703,0.2,-0.015909175396103904,1.0159091753961038
987196.434120343,1000000.0,-12803.56587965705,0.2,-0.01296962330609092,1.012969623306091
990810.8799547009,1000000.0,-9189.12004529906,0.2,-0.00927434309736201,1.009274343097362
991033.5391907201,1000000.0,-8966.460809279932,0.2,-0.00904758563126124,1.0090475856312613
988475.3207366433,1000000.0,-11524.679263356724,0.2,-0.011659046029361832,1.0116590460293617
993083.3335525275,1000000.0,-6916.666447472526,0.2,-0.006964839922073549,1.0069648399220736
993083.3335525275,1000000.0,-6916.666447472526,0.2,-0.006964839922073549,1.0069648399220736
996172.9337224266,1000000.0,-3827.066277573351,0.2,-0.0038417689820909383,1.0038417689820909
995083.0248642194,1000000.0,-4916.975135780638,0.2,-0.004941271243624689,1.0049412712436248
997491.3590614252,1000000.0,-2508.6409385747975,0.2,-0.0025149500452166986,1.0025149500452166
996515.5506224921,1000000.0,-3484.4493775079027,0.2,-0.0034966332189510503,1.003496633218951
995535.9050274275,1000000.0,-4464.094972572522,0.2,-0.004484112476535474,1.0044841124765356
992038.9654247809,1000000.0,-7961.03457521915,0.2,-0.00802492125075986,1.00802492125076
992260.6551884763,1000000.0,-7739.344811523682,0.2,-0.00779970945240555,1.0077997094524056
982847.463984941,1000000.0,-17152.536015058984,0.2,-0.017451880015556302,1.0174518800155563
982156.5404466143,1000000.0,-17843.459553385735,0.2,-0.01816763297760234,1.0181676329776024
976613.510658545,1000000.0,-23386.489341455046,0.2,-0.02394651424152958,1.0239465142415296
970350.8874312575,1000000.0,-29649.11256874248,0.2,-0.030555042462248386,1.0305550424622485
969137.9441949748,1000000.0,-30862.055805025157,0.2,-0.031844853449279675,1.0318448534492797
969503.6650060142,1000000.0,-30496.33499398583,0.2,-0.03145561599686851,1.0314556159968684
968286.4555335775,1000000.0,-31713.54446642252,0.2,-0.03275223389234198,1.032752233892342
963148.358412181,1000000.0,-36851.64158781897,0.2,-0.038261646054790086,1.03826164605479
969273.5041597206,1000000.0,-30726.495840279385,0.2,-0.03170054242524322,1.0317005424252432
960129.4142784532,1000000.0,-39870.585721546784,0.2,-0.04152626211489409,1.0415262621148942
