date,action,price,weight,shares
2016-04-20,buy,19.84000015258789,1.0,5040
2016-10-25,sell,25.600000381469727,-1.0,5040
2016-12-15,buy,25.46999931335449,1.0,5065
2018-01-16,sell,37.02000045776367,-1.0,5065
2018-03-02,buy,35.400001525878906,1.0,5297
2018-08-23,sell,39.220001220703125,-1.0,5297
2018-10-12,buy,31.68000030517578,1.0,6558
2019-04-18,sell,40.63999938964844,-1.0,6558
2019-05-20,buy,36.68000030517578,1.0,7266
2020-08-11,sell,66.1500015258789,-1.0,7266
2020-10-14,buy,67.69999694824219,1.0,7099
2021-01-20,sell,107.3499984741211,-1.0,7099
2021-03-23,buy,111.6999969482422,1.0,6823
2022-02-16,sell,145.8000030517578,-1.0,6823
2022-04-12,buy,125.9000015258789,1.0,7901
2022-06-06,sell,120.6999969482422,-1.0,7901
2022-07-05,buy,95.1999969482422,1.0,10017
2022-07-29,sell,105.0,-1.0,10017
2022-11-04,buy,76.25,1.0,13795
2023-06-26,sell,136.60000610351562,-1.0,13795
2023-08-10,buy,135.14999389648438,1.0,13943
2023-10-13,sell,134.10000610351562,-1.0,13943
2023-11-07,buy,131.5,1.0,14218
2024-02-26,sell,168.85000610351562,-1.0,14218
2024-04-23,buy,182.5500030517578,1.0,13151
2024-10-21,sell,257.79998779296875,-1.0,13151
2024-11-05,buy,238.3500061035156,1.0,14224
2025-08-08,sell_forced,253.1999969482422,-1.0,14224
