date,action,price,weight,shares
2016-04-07,buy,19.059999465942383,1.0,5246
2016-09-21,sell,24.049999237060547,-1.0,5246
2016-11-22,buy,24.21999931335449,1.0,5209
2016-12-22,sell,24.899999618530277,-1.0,5209
2017-01-04,buy,25.13999938964844,1.0,5159
2017-02-16,sell,28.059999465942383,-1.0,5159
2017-02-22,buy,27.81999969482422,1.0,5204
2017-10-23,sell,36.68999862670898,-1.0,5204
2017-11-30,buy,35.47999954223633,1.0,5381
2018-06-13,sell,37.93999862670898,-1.0,5381
2018-07-10,buy,37.29999923706055,1.0,5474
2018-09-27,sell,40.59999847412109,-1.0,5474
2018-10-12,buy,31.68000030517578,1.0,7015
2019-02-27,sell,35.93000030517578,-1.0,7015
2019-05-17,buy,37.369998931884766,1.0,6744
2019-12-17,sell,53.150001525878906,-1.0,6744
2020-02-03,buy,46.5,1.0,7709
2020-08-04,sell,62.95000076293945,-1.0,7709
2020-10-05,buy,64.25,1.0,7553
2021-11-24,sell,136.4499969482422,-1.0,7553
2021-12-07,buy,137.0500030517578,1.0,7520
2022-01-05,sell,151.4499969482422,-1.0,7520
2022-02-17,buy,147.8000030517578,1.0,7705
2022-08-18,sell,109.8499984741211,-1.0,7705
2022-10-25,buy,76.30000305175781,1.0,11094
2022-11-24,sell,100.3000030517578,-1.0,11094
2023-01-03,buy,91.5,1.0,12161
2023-09-28,sell,128.10000610351562,-1.0,12161
2023-11-02,buy,126.1500015258789,1.0,12349
2024-03-08,sell,189.6499938964844,-1.0,12349
2024-04-26,buy,190.1000061035156,1.0,12319
2024-06-25,sell,243.1000061035156,-1.0,12319
2024-07-30,buy,228.6999969482422,1.0,13095
2025-02-21,sell,245.6000061035156,-1.0,13095
2025-03-14,buy,214.8500061035156,1.0,14969
2025-07-23,sell,235.5,-1.0,14969
