date,action,price,weight,shares
2016-04-07,buy,19.059999465942383,1.0,5246
2016-09-20,sell,24.239999771118164,-1.0,5246
2016-11-17,buy,23.739999771118164,1.0,5356
2017-10-19,sell,36.52999877929688,-1.0,5356
2017-11-28,buy,36.27000045776367,1.0,5395
2018-06-12,sell,37.630001068115234,-1.0,5395
2018-07-06,buy,35.9900016784668,1.0,5640
2018-10-02,sell,41.0099983215332,-1.0,5640
2018-10-08,buy,37.36000061035156,1.0,6191
2019-02-27,sell,35.93000030517578,-1.0,6191
2019-05-14,buy,37.0,1.0,6012
2019-12-18,sell,54.29999923706055,-1.0,6012
2020-02-03,buy,46.5,1.0,7021
2020-08-04,sell,62.95000076293945,-1.0,7021
2020-09-25,buy,61.0,1.0,7245
2021-12-28,sell,144.3000030517578,-1.0,7245
2022-02-11,buy,146.4499969482422,1.0,7138
2022-08-16,sell,111.0500030517578,-1.0,7138
2022-10-20,buy,75.19999694824219,1.0,10542
2022-11-25,sell,101.0500030517578,-1.0,10542
2022-12-27,buy,95.0500030517578,1.0,11207
2023-09-21,sell,128.75,-1.0,11207
2023-10-26,buy,123.4000015258789,1.0,11693
2024-03-08,sell,189.6499938964844,-1.0,11693
2024-04-24,buy,186.8999938964844,1.0,11865
2024-06-27,sell,243.1999969482422,-1.0,11865
2024-07-29,buy,238.0,1.0,12124
2025-02-17,sell,241.9499969482422,-1.0,12124
2025-03-13,buy,223.3999938964844,1.0,13131
2025-07-28,sell,240.8500061035156,-1.0,13131
