date,action,price,weight,shares
2016-05-20,buy,17.389999389648438,1.0,5750
2016-11-04,sell,24.32999992370605,-1.0,5750
2016-11-23,buy,24.71999931335449,1.0,5659
2017-06-27,sell,33.439998626708984,-1.0,5659
2017-08-09,buy,34.70000076293945,1.0,5453
2018-01-29,sell,39.59999847412109,-1.0,5453
2018-04-24,buy,35.209999084472656,1.0,6133
2018-09-28,sell,41.150001525878906,-1.0,6133
2018-11-06,buy,32.709999084472656,1.0,7716
2019-05-02,sell,40.58000183105469,-1.0,7716
2019-05-29,buy,34.95000076293945,1.0,8959
2019-11-18,sell,49.130001068115234,-1.0,8959
2020-02-27,buy,48.47999954223633,1.0,9079
2020-08-27,sell,66.5,-1.0,9079
2020-11-26,buy,77.8499984741211,1.0,7755
2021-01-21,sell,106.3499984741211,-1.0,7755
2021-01-28,buy,100.5,1.0,8206
2022-01-05,sell,151.4499969482422,-1.0,8206
2022-05-10,buy,109.0500030517578,1.0,11397
2023-02-13,sell,112.8000030517578,-1.0,11397
2023-02-17,buy,111.1500015258789,1.0,11566
2023-11-06,sell,131.85000610351562,-1.0,11566
2023-11-13,buy,136.64999389648438,1.0,11160
2023-11-14,sell,136.6999969482422,-1.0,11160
2023-11-20,buy,140.6999969482422,1.0,10842
2024-02-23,sell,170.14999389648438,-1.0,10842
2024-04-22,buy,179.0,1.0,10306
2025-07-10,sell,218.6000061035156,-1.0,10306
2025-07-16,buy,227.8999938964844,1.0,9885
2025-08-08,sell_forced,253.1999969482422,-1.0,9885
