date,action,price,weight,shares
2016-05-18,buy,17.3700008392334,1.0,5757
2016-10-18,sell,24.690000534057617,-1.0,5757
2016-11-21,buy,23.8799991607666,1.0,5952
2017-06-21,sell,31.600000381469727,-1.0,5952
2017-07-31,buy,33.79999923706055,1.0,5564
2018-01-30,sell,39.11000061035156,-1.0,5564
2018-04-27,buy,34.40999984741211,1.0,6324
2018-10-01,sell,40.83000183105469,-1.0,6324
2018-10-29,buy,30.6299991607666,1.0,8430
2018-11-01,sell,32.029998779296875,-1.0,8430
2018-11-13,buy,30.989999771118164,1.0,8713
2019-04-29,sell,40.2400016784668,-1.0,8713
2019-05-29,buy,34.95000076293945,1.0,10032
2019-11-19,sell,49.56999969482422,-1.0,10032
2020-03-05,buy,48.58000183105469,1.0,10236
2020-08-26,sell,65.30000305175781,-1.0,10236
2020-12-30,buy,87.25,1.0,7661
2022-01-12,sell,149.0,-1.0,7661
2022-05-11,buy,111.6500015258789,1.0,10224
2023-02-13,sell,112.8000030517578,-1.0,10224
2023-03-14,buy,109.1999969482422,1.0,10561
2024-02-15,sell,164.75,-1.0,10561
2024-04-23,buy,182.5500030517578,1.0,9531
2025-08-08,sell_forced,253.1999969482422,-1.0,9531
