date,action,price,weight,shares
2016-01-22,buy,15.489999771118164,1.0,6455
2017-11-07,sell,36.79999923706055,-1.0,6455
2017-11-20,buy,36.38999938964844,1.0,6528
2018-02-05,sell,37.5,-1.0,6528
2018-02-09,buy,33.099998474121094,1.0,7395
2018-05-25,sell,36.619998931884766,-1.0,7395
2018-06-26,buy,35.90999984741211,1.0,7541
2018-12-05,sell,32.45000076293945,-1.0,7541
2019-01-02,buy,31.739999771118164,1.0,7710
2019-07-25,sell,41.59999847412109,-1.0,7710
2019-08-01,buy,40.400001525878906,1.0,7939
2020-05-05,sell,42.79999923706055,-1.0,7939
2020-06-10,buy,50.29999923706055,1.0,6755
2022-05-30,sell,118.5,-1.0,6755
2022-06-23,buy,105.3499984741211,1.0,7598
2022-08-19,sell,110.3499984741211,-1.0,7598
2022-09-08,buy,97.25,1.0,8622
2022-12-01,sell,105.5,-1.0,8622
2022-12-16,buy,96.5,1.0,9426
2023-06-08,sell,133.10000610351562,-1.0,9426
2023-07-13,buy,139.89999389648438,1.0,8967
2024-07-09,sell,272.1000061035156,-1.0,8967
2024-07-23,buy,243.0500030517578,1.0,10039
2024-10-21,sell,257.79998779296875,-1.0,10039
2024-11-15,buy,236.1999969482422,1.0,10957
2025-05-21,sell,196.1000061035156,-1.0,10957
2025-06-25,buy,212.5500030517578,1.0,10109
2025-08-08,sell_forced,253.1999969482422,-1.0,10109
