Price,Close,High,Low,Open,Volume
Ticker,2412.TW,2412.TW,2412.TW,2412.TW,2412.TW
Date,,,,,
2000-11-15,22.648223876953125,23.714023842738538,22.381772944914665,23.714023842738538,8635621
2000-11-16,22.781448364257812,23.18112286396086,22.115321062779177,22.381771983370633,11072072
2000-11-17,23.580799102783203,23.580799102783203,22.24855004512297,22.381773634060004,9967968
2000-11-20,23.31434440612793,23.84724431956792,23.047893508815953,23.714020752095898,8434028
2000-11-21,24.913040161132812,24.913040161132812,23.31434067655527,23.31434067655527,11907721
2000-11-22,24.246919631958008,25.312717614911403,24.246919631958008,25.046268589469065,11422981
2000-11-23,24.513370513916016,24.513370513916016,23.714021557209364,23.980472463567605,3120144
2000-11-24,25.046268463134766,25.046268463134766,24.24691950965566,24.779819439036405,6405058
2000-11-27,24.64659881591797,25.312722447283395,24.51337521835552,25.179498849720947,6596097
2000-11-28,25.31272315979004,25.31272315979004,24.246924943368214,24.38014854468066,5575354
2000-11-29,25.84562110900879,25.84562110900879,24.91304663753548,25.046270218328697,7647490
2000-11-30,25.31272315979004,26.11207041121807,25.31272315979004,25.712397726096277,5686247
2000-12-01,25.71239471435547,25.84562206243164,25.04627114226418,25.17949660915613,4910209
2000-12-04,24.513370513916016,25.04626856426443,24.513370513916016,25.04626856426443,4653799
2000-12-05,23.9804744720459,24.380145221505476,23.71402354337113,23.9804744720459,6282059
2000-12-06,23.580799102783203,24.513373631263793,23.314348162540593,24.513373631263793,7344172
2000-12-07,23.9804744720459,24.11369805519909,23.18112356720579,23.18112356720579,3904000
2000-12-08,23.9804744720459,24.11369805519909,23.71402354337113,23.9804744720459,1401080
2000-12-11,23.44757080078125,23.980474540843826,23.31434721724585,23.980474540843826,4703925
2000-12-12,23.580799102783203,23.980475513147116,23.447571751477625,23.714024572904506,2464728
2000-12-13,23.18111801147461,23.580792427514105,23.047890697883123,23.44756511392262,4092086
2000-12-14,22.9146728515625,23.047896435954236,22.64822380159482,22.9146728515625,3327711
2000-12-15,22.648223876953125,22.781449342972355,22.514998410933895,22.514998410933895,2225871
2000-12-18,22.9146728515625,23.047896435954236,22.514998336018877,23.047896435954236,1525972
2000-12-19,23.18111801147461,23.314341562698615,22.648218163027366,23.047890697883123,3507109
2000-12-20,22.781448364257812,23.18112286396086,22.648222903962086,23.18112286396086,2096939
2000-12-21,22.11532211303711,22.514998512904945,22.11532211303711,22.381773046282333,2077506
2000-12-22,21.71565055847168,22.51499768527131,21.44919963502098,21.71565055847168,3505266
2000-12-25,21.71565055847168,21.71565055847168,21.71565055847168,21.71565055847168,0
2000-12-26,21.04952621459961,21.848877216353436,21.04952621459961,21.848877216353436,2334581
2000-12-27,20.383403778076172,20.51662737295256,20.383403778076172,20.51662737295256,705164
2000-12-28,20.91629981994629,20.91629981994629,19.717274418150886,19.717274418150886,6353051
2000-12-29,20.250165939331055,20.649840279457216,20.250165939331055,20.516616753537416,6362999
2001-01-01,20.250165939331055,20.250165939331055,20.250165939331055,20.250165939331055,0
2001-01-02,20.91629981994629,20.91629981994629,19.850499880835745,19.983725343520604,3232396
2001-01-03,20.516624450683594,20.916298940754157,20.250173536513827,20.383400874782797,2153388
2001-01-04,21.848873138427734,21.848873138427734,21.049522285866654,21.315975078299104,6284341
2001-01-05,22.381776809692383,22.51500229871635,21.582427637917654,21.84887861596559,5220040
2001-01-08,20.91629981994629,21.84887429637197,20.91629981994629,21.84887429637197,6867616
2001-01-09,21.315969467163086,21.315969467163086,20.51661882502008,20.51661882502008,6416687
2001-01-10,21.582416534423828,21.84886737539095,20.91629319437317,21.31596945582385,7902852
2001-01-11,21.71565055847168,22.51499768527131,21.71565055847168,21.71565055847168,9228107
2001-01-12,21.315969467163086,21.982090926384522,21.182742165425083,21.982090926384522,3753392
2001-01-15,21.04952621459961,21.315979056763442,20.783075253620197,21.18275169508932,2528172
2001-01-16,22.11532211303711,22.11532211303711,21.049524023608882,21.182749490231494,7639116
2001-01-17,21.848873138427734,21.982096712867857,21.58242222717935,21.982096712867857,6163165
2001-01-18,22.381776809692383,22.781453276764285,21.98210222380502,21.98210222380502,10234860
2001-01-19,22.381776809692383,22.381776809692383,22.381776809692383,22.381776809692383,0
2001-01-22,22.381776809692383,22.381776809692383,22.381776809692383,22.381776809692383,0
2001-01-23,22.381776809692383,22.381776809692383,22.381776809692383,22.381776809692383,0
2001-01-24,22.381776809692383,22.381776809692383,22.381776809692383,22.381776809692383,0
2001-01-25,22.381776809692383,22.381776809692383,22.381776809692383,22.381776809692383,0
2001-01-26,22.381776809692383,22.381776809692383,22.381776809692383,22.381776809692383,0
2001-01-29,21.04952621459961,21.848877216353436,21.04952621459961,21.848877216353436,8099961
2001-01-30,20.516624450683594,20.783071602485187,20.11694996061303,20.516624450683594,7654529
2001-01-31,20.64984703063965,21.049521501433862,20.516623461164244,20.64984703063965,6787754
2001-02-01,20.64984703063965,20.783070600115053,20.250172559845435,20.64984703063965,4166071
2001-02-02,21.44919776916504,21.582421338117175,20.649846949532265,20.649846949532265,9021652
2001-02-05,21.182750701904297,21.44920165039076,21.049525227661064,21.315978057331858,5498442
2001-02-06,21.44919776916504,21.44919776916504,21.182746868892785,21.182746868892785,4640843
2001-02-07,20.91629981994629,21.44919978950156,20.91629981994629,21.44919978950156,2058851
2001-02-08,21.04952621459961,21.18275169508932,20.783075253620197,21.04952621459961,1618317
2001-02-09,20.91629981994629,21.18274886413184,20.91629981994629,21.04952340144698,2006061
2001-02-12,20.7830753326416,21.182751775630372,20.64985173282977,21.182751775630372,3568413
2001-02-13,20.91629981994629,21.04952340144698,20.516625313075878,20.91629981994629,6741509
2001-02-14,20.516624450683594,20.916298940754157,20.516624450683594,20.916298940754157,3545816
2001-02-15,20.7830753326416,20.916302694822285,20.25017717102542,20.25017717102542,4626037
2001-02-16,20.91629981994629,21.315976208000865,20.783072476077262,21.04952340144698,5300544
2001-02-19,20.116945266723633,20.383396118722388,19.983719840724255,20.25016881153936,7303198
2001-02-20,20.250165939331055,20.383393227617617,19.983717006308073,20.116942413411255,3147955
2001-02-21,19.983718872070312,20.11694429161197,19.85049345252866,20.11694429161197,2604763
2001-02-22,19.45082664489746,19.983724716549375,19.45082664489746,19.983724716549375,2590173
2001-02-23,18.917926788330078,19.450826743877894,18.784701329147094,19.317599403510794,4972037
2001-02-26,18.385026931762695,18.917924954468443,18.385026931762695,18.917924954468443,3556283
2001-02-27,17.852127075195312,18.651476076788896,17.71890349571914,18.385028917836554,5558833
2001-02-28,17.852127075195312,17.852127075195312,17.852127075195312,17.852127075195312,0
2001-03-01,17.319223403930664,17.585674268177048,17.319223403930664,17.45245071723759,5677283
2001-03-02,17.852127075195312,17.985354417039762,17.31922711373821,17.31922711373821,3428579
2001-03-05,17.852127075195312,17.985354417039762,17.58567803505883,17.852127075195312,2030311
2001-03-06,17.852127075195312,18.11857799651593,17.852127075195312,17.985354417039762,2711400
2001-03-07,18.385026931762695,18.385026931762695,17.98535247414142,17.98535247414142,3126754
2001-03-08,17.852127075195312,18.518252497312723,17.852127075195312,18.518252497312723,1885950
2001-03-09,17.985355377197266,18.118578963785648,17.585678973879403,17.852128028240404,1625914
2001-03-12,17.45245361328125,17.7189026405582,17.319226277866704,17.5856771863277,1611108
2001-03-13,17.186002731323242,17.319226304575142,16.919551822451346,17.319226304575142,4420600
2001-03-14,17.186002731323242,17.186002731323242,17.186002731323242,17.186002731323242,0
2001-03-15,16.919551849365234,17.186002758660976,16.6531047024376,16.919551849365234,3110244
2001-03-16,17.186002731323242,17.186002731323242,16.919551822451346,17.052779158071345,4449287
2001-03-19,16.78632926940918,17.186003775823686,16.78632926940918,17.186003775823686,1723081
2001-03-20,16.919551849365234,17.052779185197156,16.78632827590142,16.919551849365234,1197458
2001-03-21,16.519878387451172,16.786327401686464,16.519878387451172,16.786327401686464,1966459
2001-03-22,16.253429412841797,16.386654860876224,16.253429412841797,16.386654860876224,3114093801
2001-03-23,16.519878387451172,16.519878387451172,16.25342937321588,16.25342937321588,2340512
2001-03-26,16.78632926940918,16.919552850757906,16.519880225527565,16.519880225527565,2394916
2001-03-27,16.653104782104492,17.052779266776056,16.519879326819286,16.919551930306785,2186757
2001-03-28,16.386655807495117,16.786328412318635,16.386655807495117,16.65310483777215,1149337
2001-03-29,16.386655807495117,16.519879382041598,16.253430351764564,16.253430351764564,1149337
2001-03-30,16.653104782104492,16.653104782104492,16.519879326819286,16.519879326819286,1277592
2001-04-02,16.386655807495117,16.786328412318635,16.253430351764564,16.786328412318635,1065126906
2001-04-03,15.986982345581055,16.253431392926274,15.986982345581055,16.253431392926274,1662930538
2001-04-04,15.986982345581055,16.12020592866157,15.853755000132162,15.986982345581055,1445318
2001-04-05,15.986982345581055,15.986982345581055,15.986982345581055,15.986982345581055,0
2001-04-06,15.853754043579102,16.38665586848472,15.720530468536774,16.253430412258314,1922503168
2001-04-09,15.320857048034668,15.853756120993179,15.320857048034668,15.853756120993179,1936846
2001-04-10,16.386655807495117,16.386655807495117,15.454082320341426,15.454082320341426,2108818
2001-04-11,17.45245361328125,17.45245361328125,17.319226277866704,17.45245361328125,7267142
2001-04-12,17.45245361328125,18.11857712206565,17.45245361328125,17.85212621360465,7623847103
2001-04-13,17.052778244018555,17.58567627083017,17.052778244018555,17.45245270471924,4553145
2001-04-16,17.186002731323242,17.319226304575142,17.052779158071345,17.052779158071345,1795261
2001-04-17,17.052778244018555,17.31922537624041,17.052778244018555,17.186001810129483,1339043
2001-04-18,17.186002731323242,17.319226304575142,17.052779158071345,17.186002731323242,1199308
2001-04-19,17.052778244018555,17.45245270471924,17.052778244018555,17.45245270471924,1574092847
2001-04-20,16.78632926940918,17.05278019447496,16.653105688060457,17.05278019447496,2681787
2001-04-23,16.78632926940918,16.919552850757906,16.653105688060457,16.78632926940918,789359
2001-04-24,17.319223403930664,17.585674268177048,16.786325437805363,16.786325437805363,4139281
2001-04-25,16.919551849365234,17.452453667956714,16.919551849365234,17.319226332124792,1534366
2001-04-26,16.919551849365234,17.452453667956714,16.919551849365234,17.319226332124792,1534366
2001-04-27,17.052778244018555,17.186001810129483,16.919550915539727,17.052778244018555,1073455
2001-04-30,17.319223403930664,17.585674268177048,16.919548988744822,17.05277630205175,2874269
2001-05-01,17.319223403930664,17.319223403930664,17.319223403930664,17.319223403930664,0
2001-05-02,17.052778244018555,17.718901718125046,17.052778244018555,17.58567627083017,2255459
2001-05-03,17.319223403930664,17.45245071723759,17.05277630205175,17.185999852991205,2076586
2001-05-04,17.45245361328125,17.45245361328125,17.186002704820254,17.319226277866704,3606255
2001-05-07,17.186002731323242,17.58567721344704,17.052779158071345,17.58567721344704,1440211
2001-05-08,17.319223403930664,17.319223403930664,16.919548988744822,17.185999852991205,1906842
2001-05-09,17.585678100585938,17.585678100585938,17.186003598299894,17.319227178272477,2487108
2001-05-10,17.319223403930664,17.585674268177048,17.185999852991205,17.585674268177048,1419552
2001-05-11,17.45245361328125,17.5856771863277,17.186002704820254,17.186002704820254,1294624
2001-05-14,17.718902587890625,17.852126160541083,17.319226226387126,17.45245356140567,2690116
2001-05-15,18.251798629760742,18.251798629760742,17.718900635508934,17.718900635508934,5750389
2001-05-16,17.852127075195312,18.385028917836554,17.852127075195312,18.251801575992104,3056571
2001-05-17,17.852127075195312,18.11857799651593,17.45245445558266,17.45245445558266,3607143319
2001-05-18,17.985355377197266,18.118578963785648,17.852128028240404,17.852128028240404,1938697
2001-05-21,16.78632926940918,17.852127326119803,16.78632926940918,17.852127326119803,4311505
2001-05-22,16.78632926940918,17.05278019447496,16.78632926940918,16.78632926940918,1314057
2001-05-23,17.186002731323242,17.186002731323242,16.519879221511598,16.65310467594755,1988668
2001-05-24,16.919551849365234,17.052779185197156,16.78632827590142,16.919551849365234,1413761
2001-05-25,16.519878387451172,16.919550968212132,16.386654820925504,16.786327401686464,3535925
2001-05-28,16.253429412841797,16.386654860876224,16.12020396480737,16.253429412841797,1555476949
2001-05-29,16.386655807495117,16.386655807495117,16.120204896034014,16.253430351764564,1332565373
2001-05-30,16.253429412841797,16.386654860876224,16.12020396480737,16.12020396480737,820823254
2001-05-31,16.253429412841797,16.253429412841797,16.12020396480737,16.253429412841797,953154398
2001-06-01,15.986982345581055,16.253431392926274,15.853755000132162,16.253431392926274,2330138618
2001-06-04,16.253429412841797,16.253429412841797,15.853753068738513,15.986980397956902,1108036421
