date,weight,price
2016-04-25,0.99999745,19.42000008
2016-04-26,0.99999747,19.57999992
2016-04-27,0.99999747,19.54999924
2016-04-28,0.99999738,18.87999916
2016-04-29,0.99999731,18.44000053
2016-05-03,0.99999726,18.10000038
2016-05-04,0.99999719,17.60000038
2016-05-05,0.99999720,17.65999985
2016-05-06,0.99999716,17.43000031
2016-05-09,0.99999715,17.39999962
2016-05-10,0.99999719,17.61000061
2016-05-11,0.99999716,17.45000076
2016-05-12,0.99999715,17.38999939
2016-05-13,0.99999709,17.00000000
2016-05-16,0.99999713,17.22999954
2016-05-17,0.99999718,17.55999947
2016-05-18,0.99999717,17.50000000
2016-05-19,0.99999713,17.26000023
2016-05-20,0.99999717,17.51000023
2016-05-23,0.99999733,18.54000092
2016-05-24,0.99999729,18.29999924
2016-05-25,0.99999735,18.71999931
2016-05-26,0.99999735,18.70000076
2016-05-27,0.99999739,18.98999977
2016-05-30,0.99999743,19.29000092
2016-05-31,0.99999743,19.25000000
2016-06-01,0.99999747,19.59000015
2016-06-02,0.99999745,19.43000031
2016-06-03,0.99999747,19.54000092
2016-06-04,,19.68000031
2016-06-06,0.99999748,19.62000084
2016-06-07,0.99999753,20.06999969
2016-06-08,0.99999756,20.28000069
2016-06-13,0.99999744,19.30999947
2016-06-14,0.99999747,19.56999969
2016-06-15,0.99999749,19.72999954
2016-06-16,0.99999741,19.12000084
2016-06-17,0.99999748,19.61000061
2016-06-20,0.99999752,19.95000076
2016-06-21,0.99999755,20.18000031
2016-06-22,0.99999754,20.15999985
2016-06-23,0.99999754,20.15999985
2016-06-24,0.99999738,18.90999985
2016-06-27,0.99999744,19.34000015
2016-06-28,0.99999747,19.54000092
2016-06-29,0.99999751,19.85000038
2016-06-30,0.99999756,20.28000069
2016-07-01,0.99999761,20.72999954
2016-07-04,0.99999762,20.80999947
2016-07-05,0.99999761,20.71999931
2016-07-06,0.99999751,19.90999985
2016-07-07,0.99999757,20.40999985
2016-07-11,0.99999767,21.22999954
2016-07-12,0.99999770,21.52000046
2016-07-13,0.99999770,21.55999947
2016-07-14,0.99999771,21.64999962
2016-07-15,0.99999777,22.17000008
2016-07-18,0.99999781,22.61000061
2016-07-19,0.99999783,22.80999947
2016-07-20,0.99999781,22.62000084
2016-07-21,0.99999786,23.10000038
2016-07-22,0.99999784,22.92000008
2016-07-25,0.99999781,22.63999939
2016-07-26,0.99999784,22.95999908
2016-07-27,0.99999786,23.15999985
2016-07-28,0.99999787,23.21999931
2016-07-29,0.99999784,22.89999962
2016-08-01,0.99999788,23.37999916
2016-08-02,0.99999788,23.35000038
2016-08-03,0.99999784,22.94000053
2016-08-04,0.99999785,23.01000023
2016-08-05,0.99999790,23.54999924
2016-08-08,0.99999792,23.79999924
2016-08-09,0.99999793,23.96999931
2016-08-10,0.99999795,24.13999939
2016-08-11,0.99999791,23.70000076
2016-08-12,0.99999793,23.93000031
2016-08-15,0.99999793,23.94000053
2016-08-16,0.99999791,23.69000053
2016-08-17,0.99999791,23.65999985
2016-08-18,0.99999792,23.78000069
2016-08-19,0.99999787,23.29999924
2016-08-22,0.99999784,22.90999985
2016-08-23,0.99999789,23.45000076
2016-08-24,0.99999788,23.30999947
2016-08-25,0.99999792,23.80999947
2016-08-26,0.99999793,23.93000031
2016-08-29,0.99999791,23.71999931
2016-08-30,0.99999792,23.77000046
2016-08-31,0.99999789,23.44000053
2016-09-01,0.99999787,23.20999908
2016-09-02,0.99999786,23.13999939
2016-09-05,0.99999793,23.89999962
2016-09-06,0.99999796,24.28000069
2016-09-07,0.99999802,24.95000076
2016-09-08,0.99999801,24.85000038
2016-09-09,0.99999795,24.18000031
2016-09-10,,23.30999947
2016-09-12,0.99999785,23.06999969
2016-09-13,0.99999784,22.95000076
2016-09-14,0.99999783,22.80999947
2016-09-19,0.99999796,24.30999947
2016-09-20,0.99999796,24.26000023
2016-09-21,0.99999798,24.50000000
2016-09-22,0.99999799,24.67000008
2016-09-23,0.99999802,24.98999977
2016-09-26,0.99999798,24.46999931
2016-09-27,,24.46999931
2016-09-28,,24.46999931
2016-09-29,0.99999803,25.13999939
2016-09-30,0.99999799,24.57999992
2016-10-03,0.99999800,24.70999908
2016-10-04,0.99999802,25.05999947
2016-10-05,0.99999802,24.96999931
2016-10-06,0.99999802,25.02000046
2016-10-07,0.99999802,25.03000069
2016-10-11,0.99999800,24.71999931
2016-10-12,0.99999804,25.22999954
2016-10-13,0.99999801,24.81999969
2016-10-14,0.99999800,24.70000076
2016-10-17,0.99999799,24.68000031
2016-10-18,0.99999802,24.96999931
2016-10-19,0.99999804,25.26000023
2016-10-20,0.99999805,25.45000076
