2025-08-20 11:32:16 INFO [SSS.Ensemble:767] [Ensemble] 價資料天數=2640, 首末=2014-10-23 00:00:00~2025-08-19 00:00:00
2025-08-20 11:32:16 INFO [SSS.Ensemble:767] [Ensemble] 價資料天數=2640, 首末=2014-10-23 00:00:00~2025-08-19 00:00:00
2025-08-20 11:32:16 INFO [SSS.Ensemble:778] [Ensemble] 找到 121 個 trades_from_results_*.csv 文件（120檔策略）
2025-08-20 11:32:16 INFO [SSS.Ensemble:778] [Ensemble] 找到 121 個 trades_from_results_*.csv 文件（120檔策略）
2025-08-20 11:32:16 WARNING [SSS.Ensemble:180] trades_from_results_manifest.csv: 缺少必要的 date 和 type/action 欄位
2025-08-20 11:32:16 WARNING [SSS.Ensemble:199] trades_from_results_manifest.csv: 無法解析，回傳全0持倉
2025-08-20 11:32:16 WARNING [SSS.Ensemble:180] trades_from_results_manifest.csv: 缺少必要的 date 和 type/action 欄位
2025-08-20 11:32:16 WARNING [SSS.Ensemble:199] trades_from_results_manifest.csv: 無法解析，回傳全0持倉
2025-08-20 11:32:17 INFO [SSS.Ensemble:222] [Ensemble] trades_from_results_RMA_Factor_TWII___2412.TW_trial1024.csv: 持倉1=1882, 持倉0=758, 交易筆數=40
2025-08-20 11:32:17 INFO [SSS.Ensemble:222] [Ensemble] trades_from_results_RMA_Factor_TWII___2412.TW_trial1024.csv: 持倉1=1882, 持倉0=758, 交易筆數=40
2025-08-20 11:32:17 INFO [SSS.Ensemble:222] [Ensemble] trades_from_results_RMA_Factor_TWII___2412.TW_trial1231.csv: 持倉1=1803, 持倉0=837, 交易筆數=42
2025-08-20 11:32:17 INFO [SSS.Ensemble:222] [Ensemble] trades_from_results_RMA_Factor_TWII___2412.TW_trial1231.csv: 持倉1=1803, 持倉0=837, 交易筆數=42
2025-08-20 11:32:17 INFO [SSS.Ensemble:222] [Ensemble] trades_from_results_RMA_Factor_TWII___2412.TW_trial1384.csv: 持倉1=1802, 持倉0=838, 交易筆數=38
2025-08-20 11:32:17 INFO [SSS.Ensemble:222] [Ensemble] trades_from_results_RMA_Factor_TWII___2412.TW_trial1384.csv: 持倉1=1802, 持倉0=838, 交易筆數=38
2025-08-20 11:32:17 INFO [SSS.Ensemble:222] [Ensemble] trades_from_results_RMA_Factor_TWII___2412.TW_trial1645.csv: 持倉1=1777, 持倉0=863, 交易筆數=44
2025-08-20 11:32:17 INFO [SSS.Ensemble:222] [Ensemble] trades_from_results_RMA_Factor_TWII___2412.TW_trial1645.csv: 持倉1=1777, 持倉0=863, 交易筆數=44
2025-08-20 11:32:17 INFO [SSS.Ensemble:222] [Ensemble] trades_from_results_RMA_Factor_TWII___2412.TW_trial1821.csv: 持倉1=1830, 持倉0=810, 交易筆數=36
2025-08-20 11:32:17 INFO [SSS.Ensemble:222] [Ensemble] trades_from_results_RMA_Factor_TWII___2412.TW_trial1821.csv: 持倉1=1830, 持倉0=810, 交易筆數=36
2025-08-20 11:32:17 INFO [SSS.Ensemble:222] [Ensemble] trades_from_results_RMA_Factor_TWII___2412.TW_trial1847.csv: 持倉1=1782, 持倉0=858, 交易筆數=36
2025-08-20 11:32:17 INFO [SSS.Ensemble:222] [Ensemble] trades_from_results_RMA_Factor_TWII___2412.TW_trial1847.csv: 持倉1=1782, 持倉0=858, 交易筆數=36
2025-08-20 11:32:17 INFO [SSS.Ensemble:222] [Ensemble] trades_from_results_RMA_Factor_TWII___2412.TW_trial1857.csv: 持倉1=1880, 持倉0=760, 交易筆數=36
2025-08-20 11:32:17 INFO [SSS.Ensemble:222] [Ensemble] trades_from_results_RMA_Factor_TWII___2412.TW_trial1857.csv: 持倉1=1880, 持倉0=760, 交易筆數=36
2025-08-20 11:32:17 INFO [SSS.Ensemble:222] [Ensemble] trades_from_results_RMA_Factor_TWII___2412.TW_trial1885.csv: 持倉1=1850, 持倉0=790, 交易筆數=36
2025-08-20 11:32:17 INFO [SSS.Ensemble:222] [Ensemble] trades_from_results_RMA_Factor_TWII___2412.TW_trial1885.csv: 持倉1=1850, 持倉0=790, 交易筆數=36
2025-08-20 11:32:17 INFO [SSS.Ensemble:222] [Ensemble] trades_from_results_RMA_Factor_TWII___2412.TW_trial1903.csv: 持倉1=1840, 持倉0=800, 交易筆數=34
2025-08-20 11:32:17 INFO [SSS.Ensemble:222] [Ensemble] trades_from_results_RMA_Factor_TWII___2412.TW_trial1903.csv: 持倉1=1840, 持倉0=800, 交易筆數=34
2025-08-20 11:32:17 INFO [SSS.Ensemble:222] [Ensemble] trades_from_results_RMA_Factor_TWII___2412.TW_trial1913.csv: 持倉1=1796, 持倉0=844, 交易筆數=36
2025-08-20 11:32:17 INFO [SSS.Ensemble:222] [Ensemble] trades_from_results_RMA_Factor_TWII___2412.TW_trial1913.csv: 持倉1=1796, 持倉0=844, 交易筆數=36
2025-08-20 11:32:17 INFO [SSS.Ensemble:222] [Ensemble] trades_from_results_RMA_Factor_TWII___2412.TW_trial1921.csv: 持倉1=1835, 持倉0=805, 交易筆數=36
2025-08-20 11:32:17 INFO [SSS.Ensemble:222] [Ensemble] trades_from_results_RMA_Factor_TWII___2412.TW_trial1921.csv: 持倉1=1835, 持倉0=805, 交易筆數=36
2025-08-20 11:32:17 INFO [SSS.Ensemble:222] [Ensemble] trades_from_results_RMA_Factor_TWII___2412.TW_trial1929.csv: 持倉1=1821, 持倉0=819, 交易筆數=36
2025-08-20 11:32:17 INFO [SSS.Ensemble:222] [Ensemble] trades_from_results_RMA_Factor_TWII___2412.TW_trial1929.csv: 持倉1=1821, 持倉0=819, 交易筆數=36
2025-08-20 11:32:17 INFO [SSS.Ensemble:222] [Ensemble] trades_from_results_RMA_Factor_TWII___2412.TW_trial1947.csv: 持倉1=1871, 持倉0=769, 交易筆數=32
2025-08-20 11:32:17 INFO [SSS.Ensemble:222] [Ensemble] trades_from_results_RMA_Factor_TWII___2412.TW_trial1947.csv: 持倉1=1871, 持倉0=769, 交易筆數=32
2025-08-20 11:32:17 INFO [SSS.Ensemble:222] [Ensemble] trades_from_results_RMA_Factor_TWII___2412.TW_trial1970.csv: 持倉1=1838, 持倉0=802, 交易筆數=34
2025-08-20 11:32:17 INFO [SSS.Ensemble:222] [Ensemble] trades_from_results_RMA_Factor_TWII___2412.TW_trial1970.csv: 持倉1=1838, 持倉0=802, 交易筆數=34
2025-08-20 11:32:17 INFO [SSS.Ensemble:222] [Ensemble] trades_from_results_RMA_Factor_TWII___2412.TW_trial1985.csv: 持倉1=1884, 持倉0=756, 交易筆數=30
2025-08-20 11:32:17 INFO [SSS.Ensemble:222] [Ensemble] trades_from_results_RMA_Factor_TWII___2412.TW_trial1985.csv: 持倉1=1884, 持倉0=756, 交易筆數=30
2025-08-20 11:32:17 INFO [SSS.Ensemble:222] [Ensemble] trades_from_results_RMA_Factor_TWII___2412.TW_trial277.csv: 持倉1=1809, 持倉0=831, 交易筆數=40
2025-08-20 11:32:17 INFO [SSS.Ensemble:222] [Ensemble] trades_from_results_RMA_Factor_TWII___2412.TW_trial277.csv: 持倉1=1809, 持倉0=831, 交易筆數=40
2025-08-20 11:32:17 INFO [SSS.Ensemble:222] [Ensemble] trades_from_results_RMA_Factor_TWII___2412.TW_trial360.csv: 持倉1=1848, 持倉0=792, 交易筆數=38
2025-08-20 11:32:17 INFO [SSS.Ensemble:222] [Ensemble] trades_from_results_RMA_Factor_TWII___2412.TW_trial360.csv: 持倉1=1848, 持倉0=792, 交易筆數=38
2025-08-20 11:32:17 INFO [SSS.Ensemble:222] [Ensemble] trades_from_results_RMA_Factor_TWII___2412.TW_trial389.csv: 持倉1=1848, 持倉0=792, 交易筆數=38
